Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365CH,B365CD,B365CA,HS,AS,HST,AST,PSH,PSD,PSA,HC,AC
2024-08-31,Leeds,Hull,2,0,1.33,5.25,9.0,1.44,4.5,7.0,16,9,5,2,1.32,5.4,9.66,8,7
2024-08-31,Millwall,Sheffield Weds,3,0,2.38,3.3,2.9,2.35,3.2,3.1,18,4,4,1,2.44,3.35,3.02,6,6
2024-08-31,Oxford,Preston,3,1,2.4,3.3,2.9,2.7,3.25,2.63,10,10,5,4,2.49,3.43,2.89,2,5
2024-08-31,Plymouth,Stoke,0,1,3.1,3.6,2.15,3.1,3.9,2.1,15,15,7,7,3.25,3.69,2.18,10,4
2024-08-31,Portsmouth,Sunderland,1,3,3.3,3.7,2.05,3.7,3.7,1.91,6,11,2,4,3.45,3.54,2.14,5,5
2024-08-31,West Brom,Swansea,1,0,1.8,3.5,4.5,1.9,3.4,4.2,18,6,5,2,1.86,3.7,4.27,6,7
2024-09-01,Sheffield United,Watford,1,0,1.75,3.75,4.33,1.8,3.8,3.9,18,7,7,1,1.76,3.97,4.28,8,5
2024-09-13,Hull,Sheffield United,0,2,3.25,3.5,2.1,3.1,3.6,2.15,10,9,2,4,3.45,3.51,2.15,16,3
2024-09-14,Leeds,Burnley,0,1,1.73,3.8,4.75,1.6,3.9,5.5,17,7,4,3,1.71,3.82,4.76,9,3
2024-09-14,Millwall,Luton,0,1,2.63,3.3,2.63,2.45,3.2,3.0,11,10,3,6,2.65,3.31,2.68,6,4
2024-09-14,Oxford,Stoke,1,0,3.1,3.4,2.25,3.0,3.4,2.3,14,9,8,1,3.15,3.36,2.28,4,6
2024-09-14,Blackburn,Bristol City,3,0,2.05,3.4,3.4,2.35,3.3,3.0,9,8,3,2,2.17,3.45,3.31,6,6
2024-09-14,Derby,Cardiff,1,0,2.35,3.4,3.0,2.2,3.4,3.25,12,9,3,3,2.31,3.27,3.17,7,6
2024-09-14,Middlesbrough,Preston,1,1,1.45,4.2,7.0,1.53,4.2,6.0,16,6,6,2,1.46,4.51,6.67,9,2
2024-09-14,Plymouth,Sunderland,3,2,4.5,3.6,1.75,5.25,3.8,1.65,13,17,6,7,4.43,3.74,1.78,3,5
2024-09-14,Sheffield Weds,QPR,1,1,2.3,3.3,3.2,2.2,3.4,3.2,13,13,2,4,2.29,3.33,3.16,11,4
2024-09-14,Swansea,Norwich,1,0,2.3,3.3,3.0,2.35,3.3,3.0,9,13,4,3,2.34,3.46,2.97,4,5
2024-09-14,Watford,Coventry,1,1,2.6,3.4,2.7,2.45,3.4,2.75,18,17,6,5,2.6,3.47,2.63,6,10
2024-09-15,Portsmouth,West Brom,0,3,4.0,3.5,1.9,4.1,3.5,1.85,14,19,0,7,4.18,3.61,1.85,10,4
2024-09-20,Stoke,Hull,1,3,2.1,3.3,3.5,2.1,3.3,3.4,14,13,2,3,2.13,3.52,3.57,2,5
2024-09-21,Norwich,Watford,4,1,2.15,3.5,3.2,2.0,3.7,3.3,19,11,8,3,2.16,3.61,3.33,3,5
2024-09-21,QPR,Millwall,1,1,2.3,3.4,3.1,2.35,3.3,3.0,7,16,2,5,2.38,3.28,3.19,5,10
2024-09-21,Sunderland,Middlesbrough,1,0,2.4,3.4,2.8,2.6,3.4,2.55,9,11,2,1,2.52,3.45,2.83,3,5
2024-09-21,Bristol City,Oxford,2,1,1.75,3.6,4.75,1.75,3.7,4.5,19,7,6,2,1.76,3.75,4.58,5,1
2024-09-21,Burnley,Portsmouth,2,1,1.48,4.2,7.0,1.48,4.2,6.5,18,5,4,2,1.47,4.49,6.51,4,2
2024-09-21,Cardiff,Leeds,0,2,5.25,4.0,1.62,5.25,3.8,1.62,3,15,2,7,4.87,4.12,1.65,0,4
2024-09-21,Coventry,Swansea,1,2,1.7,3.6,5.0,1.9,3.6,3.9,20,11,7,4,1.71,3.93,4.62,6,3
2024-09-21,Luton,Sheffield Weds,2,1,1.9,3.5,4.0,1.95,3.5,3.9,15,12,3,6,1.89,3.6,4.05,8,5
2024-09-21,Sheffield United,Derby,1,0,1.57,4.1,5.5,1.75,3.8,4.5,18,3,5,0,1.58,4.34,5.12,11,2
2024-09-21,West Brom,Plymouth,1,0,1.38,4.5,8.0,1.36,4.75,8.0,17,17,4,4,1.37,5.12,7.42,5,2
2024-09-22,Preston,Blackburn,0,0,2.63,3.3,2.55,2.8,3.4,2.4,7,6,5,3,2.81,3.25,2.59,4,4
2024-09-27,Plymouth,Luton,3,1,4.0,3.7,1.85,3.8,3.6,1.91,19,16,6,2,3.92,4.0,1.88,3,15
2024-09-28,Blackburn,QPR,2,0,2.0,3.6,3.4,1.95,3.6,3.6,19,6,12,1,2.07,3.59,3.61,8,2
2024-09-28,Derby,Norwich,2,3,2.63,3.6,2.5,2.7,3.5,2.45,16,10,5,5,2.8,3.48,2.54,9,5
2024-09-28,Sheffield Weds,West Brom,3,2,3.0,3.4,2.3,2.63,3.4,2.6,12,12,5,3,3.12,3.39,2.36,5,4
2024-09-28,Hull,Cardiff,4,1,1.85,4.1,3.5,1.8,3.8,4.2,18,16,9,5,1.88,3.81,3.9,7,5
2024-09-28,Leeds,Coventry,3,0,1.55,4.5,5.0,1.57,4.33,5.0,13,7,8,2,1.56,4.29,5.47,7,3
2024-09-28,Middlesbrough,Stoke,2,0,1.6,4.0,5.0,1.57,4.2,5.0,26,7,9,1,1.6,4.13,5.36,7,2
2024-09-28,Millwall,Preston,3,1,1.9,3.5,4.0,1.91,3.5,3.9,14,11,6,4,1.92,3.32,4.35,3,8
2024-09-28,Oxford,Burnley,0,0,3.4,3.75,2.0,3.1,3.7,2.15,3,14,1,1,3.66,3.5,2.03,2,6
2024-09-28,Portsmouth,Sheffield United,0,0,3.75,3.9,1.85,4.0,4.0,1.8,9,12,2,4,4.06,3.8,1.84,15,9
2024-09-28,Watford,Sunderland,2,1,2.75,3.6,2.35,3.0,3.7,2.15,13,17,5,5,2.88,3.41,2.44,4,6
2024-09-29,Swansea,Bristol City,1,1,2.3,3.7,2.8,2.38,3.7,2.7,7,15,2,6,2.33,3.52,2.96,3,8
2024-10-01,Burnley,Plymouth,1,0,1.42,4.75,6.5,1.45,4.5,6.25,11,7,3,0,1.44,4.98,6.88,7,1
2024-10-01,Cardiff,Millwall,1,0,3.0,3.2,2.4,3.2,3.3,2.2,10,11,5,5,3.29,3.07,2.48,5,6
2024-10-01,Coventry,Blackburn,3,0,2.15,3.25,3.5,2.05,3.4,3.75,18,10,8,3,2.13,3.48,3.6,5,1
2024-10-01,Luton,Oxford,2,2,1.67,3.9,4.5,1.65,4.0,4.75,12,19,4,8,1.71,3.98,4.99,5,6
2024-10-01,Norwich,Leeds,1,1,3.9,3.4,1.95,3.5,3.3,2.1,7,14,1,3,3.78,3.61,2.03,9,6
2024-10-01,QPR,Hull,1,3,2.45,3.4,2.8,2.55,3.4,2.7,21,15,7,6,2.5,3.44,2.92,5,6
2024-10-01,Sunderland,Derby,2,0,1.67,3.9,4.75,1.6,4.0,5.25,9,13,3,5,1.7,3.85,5.32,1,8
2024-10-01,West Brom,Middlesbrough,0,1,2.4,3.4,2.8,2.35,3.4,2.9,11,15,1,4,2.51,3.44,2.91,5,4
2024-10-02,Preston,Watford,3,0,2.45,3.3,2.75,2.4,3.4,2.8,15,10,6,6,2.54,3.26,2.86,7,5
2024-10-02,Sheffield United,Swansea,1,0,1.73,3.75,4.5,1.73,3.75,4.5,15,7,3,1,1.76,3.79,4.5,5,5
2024-10-02,Stoke,Portsmouth,6,1,1.8,3.6,4.33,1.8,3.5,4.5,20,9,8,2,1.83,3.7,4.21,3,5
2024-10-02,Bristol City,Sheffield Weds,0,0,2.15,3.5,3.2,2.05,3.5,3.4,10,8,2,1,2.17,3.57,3.22,6,5
2024-10-04,Sunderland,Leeds,2,2,3.0,3.2,2.4,3.25,3.2,2.25,14,15,4,4,3.01,3.36,2.48,8,1
2024-10-05,Burnley,Preston,0,0,1.67,3.8,5.0,1.75,3.5,4.75,9,9,1,2,1.65,3.86,5.63,2,3
2024-10-05,Norwich,Hull,4,0,1.95,3.6,3.75,2.0,3.6,3.6,19,16,9,5,2.0,3.84,3.56,4,7
2024-10-05,Portsmouth,Oxford,1,1,2.45,3.4,2.75,2.5,3.3,2.75,21,13,8,3,2.49,3.38,2.93,11,4
2024-10-05,Coventry,Sheffield Weds,1,2,1.85,3.5,4.2,1.73,3.5,5.0,13,13,2,5,1.81,3.77,4.24,6,6
2024-10-05,Derby,QPR,2,0,2.2,3.5,3.1,2.2,3.5,3.2,10,11,5,3,2.27,3.34,3.23,6,9
2024-10-05,Plymouth,Blackburn,2,1,3.1,3.7,2.1,3.0,3.6,2.15,17,7,7,4,3.25,3.62,2.14,5,5
2024-10-05,Sheffield United,Luton,2,0,1.9,3.7,3.9,1.95,3.6,3.8,15,8,7,2,1.9,3.61,4.0,5,6
2024-10-05,Swansea,Stoke,0,0,2.2,3.5,3.1,2.25,3.5,3.0,19,10,5,4,2.24,3.41,3.23,5,9
2024-10-05,Watford,Middlesbrough,2,1,3.5,3.8,1.95,3.4,3.8,2.0,9,11,4,5,3.69,3.67,1.97,7,5
2024-10-05,West Brom,Millwall,0,0,1.91,3.4,4.0,1.8,3.5,4.33,13,6,3,4,1.96,3.32,4.16,5,2
2024-10-06,Bristol City,Cardiff,1,1,1.75,3.9,4.2,1.7,3.9,4.5,16,15,2,2,1.75,3.76,4.6,4,6
2024-10-18,Leeds,Sheffield United,2,0,1.9,3.6,3.8,1.85,3.7,3.9,13,5,4,0,1.92,3.56,4.29,7,3
2024-10-19,Cardiff,Plymouth,5,0,2.05,3.5,3.5,2.05,3.6,3.3,25,6,11,2,2.03,3.54,3.63,9,1
2024-10-19,Luton,Watford,3,0,2.0,3.2,4.0,1.95,3.4,3.8,13,9,5,1,2.01,3.56,3.68,11,4
2024-10-19,Oxford,West Brom,1,1,3.9,3.5,1.95,3.9,3.4,1.95,12,14,3,3,3.97,3.49,1.95,5,8
2024-10-19,Preston,Coventry,1,0,2.75,3.3,2.5,3.0,3.2,2.35,18,12,3,1,2.84,3.22,2.59,9,9
2024-10-19,Blackburn,Swansea,1,0,2.1,3.4,3.4,2.0,3.5,3.5,8,14,3,2,2.1,3.45,3.52,3,8
2024-10-19,Middlesbrough,Bristol City,0,2,1.7,3.8,4.75,1.6,4.0,5.25,20,9,2,3,1.72,3.92,4.6,7,0
2024-10-19,Millwall,Derby,1,1,1.95,3.2,4.1,1.95,3.1,4.2,16,5,6,1,2.05,3.36,3.76,9,5
2024-10-19,QPR,Portsmouth,1,2,1.85,3.6,4.2,1.9,3.5,4.1,15,11,8,3,1.86,3.65,4.15,3,5
2024-10-19,Sheffield Weds,Burnley,0,2,2.7,3.25,2.6,2.5,3.1,2.9,13,14,3,6,2.79,3.17,2.66,10,3
2024-10-19,Stoke,Norwich,1,1,2.55,3.4,2.63,2.45,3.5,2.7,14,12,5,4,2.6,3.43,2.68,8,7
2024-10-20,Hull,Sunderland,0,1,2.88,3.4,2.38,2.88,3.4,2.38,8,10,0,2,2.87,3.51,2.4,4,4
2024-10-22,Cardiff,Portsmouth,2,0,1.91,3.4,4.2,1.75,3.6,4.5,24,8,10,2,1.93,3.63,4.14,12,5
2024-10-22,Leeds,Watford,2,1,1.33,5.0,9.5,1.33,5.0,9.5,24,9,7,3,1.34,5.39,9.25,10,4
2024-10-22,Oxford,Derby,1,1,2.55,3.25,2.75,2.6,3.3,2.7,11,17,3,4,2.61,3.3,2.88,1,6
2024-10-22,Preston,Norwich,2,2,2.7,3.25,2.7,2.8,3.25,2.55,8,9,2,3,2.76,3.28,2.74,5,2
2024-10-22,Sheffield Weds,Swansea,0,0,2.1,3.4,3.4,2.0,3.4,3.7,8,9,0,1,2.2,3.43,3.48,9,6
2024-10-22,Stoke,Bristol City,2,2,2.38,3.4,2.9,2.2,3.5,3.1,10,28,6,10,2.46,3.43,2.99,6,13
2024-10-22,QPR,Coventry,1,1,2.9,3.4,2.38,2.88,3.3,2.45,16,8,5,3,3.02,3.4,2.45,7,3
2024-10-23,Blackburn,West Brom,0,0,2.7,3.4,2.5,2.6,3.3,2.6,8,9,2,4,2.81,3.2,2.62,4,4
2024-10-23,Hull,Burnley,1,1,2.63,3.5,2.55,3.0,3.3,2.35,11,11,2,5,2.8,3.21,2.63,4,8
2024-10-23,Luton,Sunderland,1,2,2.55,3.3,2.75,2.5,3.2,2.88,19,9,4,5,2.64,3.29,2.74,10,3
2024-10-23,Millwall,Plymouth,1,0,1.57,4.1,5.25,1.57,4.2,5.25,13,9,6,2,1.6,4.12,5.39,6,2
2024-10-23,Middlesbrough,Sheffield United,1,0,2.0,3.6,3.4,1.87,3.6,3.75,18,9,6,5,2.09,3.58,3.42,8,6
2024-10-25,Portsmouth,Sheffield Weds,1,2,3.4,3.4,2.1,3.7,3.5,1.95,9,9,2,3,3.54,3.45,2.17,7,7
2024-10-26,Bristol City,Leeds,0,0,4.1,3.6,1.82,3.9,3.5,1.9,4,17,0,5,4.13,3.74,1.88,7,6
2024-10-26,Coventry,Luton,3,2,2.2,3.4,3.2,2.25,3.4,3.1,26,9,10,5,2.22,3.51,3.29,11,5
2024-10-26,Watford,Blackburn,1,0,2.4,3.4,2.8,2.4,3.4,2.9,10,12,1,2,2.53,3.38,2.87,6,3
2024-10-26,Burnley,QPR,0,0,1.65,3.6,5.5,1.67,3.5,5.5,22,2,4,0,1.69,3.72,5.12,16,1
2024-10-26,Derby,Hull,1,1,2.3,3.3,3.1,2.2,3.3,3.25,14,11,3,5,2.32,3.4,3.08,5,3
2024-10-26,Plymouth,Preston,3,3,2.7,3.4,2.5,3.0,3.3,2.3,12,16,6,8,2.73,3.41,2.57,2,1
2024-10-26,Sheffield United,Stoke,2,0,1.75,3.6,4.75,1.7,3.6,5.0,19,7,6,3,1.76,3.72,4.59,5,3
2024-10-26,Sunderland,Oxford,2,0,1.55,4.2,5.5,1.57,4.1,5.25,13,5,6,2,1.55,4.22,5.74,8,2
2024-10-26,Swansea,Millwall,0,1,2.45,3.25,2.88,2.4,3.25,2.9,17,6,5,2,2.52,3.21,2.94,10,6
2024-10-26,West Brom,Cardiff,0,0,1.65,3.9,5.0,1.85,3.7,4.0,19,5,4,0,1.66,3.97,5.0,12,1
2024-10-27,Norwich,Middlesbrough,3,3,2.75,3.3,2.5,2.8,3.3,2.45,9,14,3,8,2.85,3.47,2.44,3,2
2024-11-01,Luton,West Brom,1,1,2.7,3.4,2.5,2.55,3.4,2.63,13,10,5,3,2.85,3.32,2.63,6,3
2024-11-02,Blackburn,Sheffield United,0,2,2.88,3.1,2.63,2.7,3.2,2.7,9,20,0,9,2.82,3.13,2.66,5,8
2024-11-02,Oxford,Swansea,1,2,2.75,3.2,2.7,3.25,3.25,2.3,9,16,2,5,2.75,3.17,2.7,1,8
2024-11-02,Stoke,Derby,2,1,2.2,3.4,3.25,2.35,3.4,3.0,13,9,4,3,2.24,3.36,3.26,9,4
2024-11-02,Cardiff,Norwich,2,1,2.63,3.4,2.63,2.2,3.6,3.1,11,16,5,6,2.58,3.6,2.6,4,4
2024-11-02,Hull,Portsmouth,1,1,1.67,4.0,5.0,1.62,4.1,5.25,10,9,3,5,1.64,4.15,4.87,5,3
2024-11-02,Leeds,Plymouth,3,0,1.18,8.0,11.0,1.14,9.5,13.0,23,0,7,0,1.18,7.43,13.41,9,0
2024-11-02,Middlesbrough,Coventry,0,3,1.7,4.1,4.5,1.75,4.1,4.1,9,10,1,4,1.71,4.06,4.49,6,8
2024-11-02,Preston,Bristol City,1,3,2.45,3.4,2.8,2.5,3.25,2.88,14,5,2,3,2.55,3.06,3.03,4,1
2024-11-02,QPR,Sunderland,0,0,3.6,3.4,2.05,3.7,3.4,2.0,17,8,3,1,3.62,3.35,2.1,6,6
2024-11-02,Sheffield Weds,Watford,2,6,1.91,3.5,3.9,1.8,3.6,4.33,14,16,6,8,1.95,3.54,3.89,6,2
2024-11-03,Millwall,Burnley,1,0,2.75,3.1,2.7,2.63,3.1,2.8,12,8,3,0,2.78,3.01,2.8,2,3
2024-11-05,Bristol City,Sheffield United,1,2,3.1,3.25,2.3,3.1,3.4,2.25,12,11,2,4,3.2,3.32,2.38,2,5
2024-11-05,Oxford,Hull,1,0,3.0,3.3,2.3,2.9,3.25,2.5,4,12,2,2,3.05,3.44,2.41,2,6
2024-11-05,QPR,Middlesbrough,1,4,3.5,3.6,1.95,4.1,3.9,1.75,7,12,5,8,3.84,3.61,2.01,8,5
2024-11-05,Sheffield Weds,Norwich,2,0,2.2,3.25,3.2,2.15,3.3,3.3,12,5,5,3,2.27,3.36,3.39,2,5
2024-11-05,Plymouth,Portsmouth,1,0,2.2,3.6,3.0,2.38,3.5,2.75,10,14,4,4,2.3,3.56,3.15,5,6
2024-11-05,Swansea,Watford,1,0,1.95,3.4,3.9,1.91,3.5,3.9,12,7,3,0,2.0,3.57,3.91,6,8
2024-11-06,Blackburn,Stoke,0,2,2.0,3.5,3.6,2.1,3.4,3.3,25,15,8,7,2.01,3.56,3.66,9,4
2024-11-06,Coventry,Derby,1,2,1.75,3.7,4.5,1.53,4.0,6.25,11,3,3,1,1.77,3.75,4.5,9,6
2024-11-06,Millwall,Leeds,1,0,4.1,3.4,1.9,4.5,3.5,1.8,6,14,3,4,4.33,3.34,1.92,2,12
2024-11-06,Luton,Cardiff,1,0,1.85,3.5,4.2,1.85,3.6,4.1,8,10,3,3,1.89,3.69,3.95,6,6
2024-11-06,Preston,Sunderland,0,0,3.3,3.1,2.3,2.75,3.0,2.8,14,10,2,2,3.22,3.18,2.36,4,4
2024-11-07,West Brom,Burnley,0,0,2.25,3.2,3.25,2.4,3.1,3.0,11,12,1,4,2.31,3.18,3.32,2,8
2024-11-08,Watford,Oxford,1,0,1.67,3.7,5.0,1.73,3.6,4.75,16,10,8,3,1.7,3.92,5.12,11,4
2024-11-09,Cardiff,Blackburn,1,3,2.3,3.4,3.0,2.3,3.4,3.0,20,10,8,7,2.35,3.47,3.06,12,1
2024-11-09,Middlesbrough,Luton,5,1,1.73,4.0,4.33,1.53,4.33,5.5,11,5,6,3,1.76,3.92,4.59,1,1
2024-11-09,Stoke,Millwall,1,1,2.5,3.25,2.8,2.25,3.25,3.2,8,7,3,1,2.67,3.14,2.89,9,2
2024-11-09,Derby,Plymouth,1,1,1.65,3.9,5.0,1.7,3.8,4.75,20,5,4,2,1.64,4.0,5.15,8,3
2024-11-09,Leeds,QPR,2,0,1.25,5.5,12.0,1.27,5.25,11.0,21,5,6,0,1.25,5.7,11.71,7,1
2024-11-09,Norwich,Bristol City,0,2,2.3,3.4,3.1,2.15,3.3,3.4,9,9,3,2,2.32,3.49,3.01,3,3
2024-11-09,Portsmouth,Preston,3,1,2.8,3.4,2.4,2.75,3.2,2.55,18,6,6,1,2.9,3.27,2.51,11,5
2024-11-09,Sunderland,Coventry,2,2,2.15,3.2,3.5,2.2,3.1,3.5,9,8,5,3,2.22,3.29,3.38,2,7
2024-11-10,Sheffield United,Sheffield Weds,1,0,1.85,3.7,4.0,1.75,3.75,4.5,8,10,1,0,1.91,3.54,4.06,5,6
2024-11-10,Hull,West Brom,1,2,2.7,3.3,2.6,2.9,3.25,2.4,13,5,3,3,2.72,3.22,2.69,4,3
2024-11-10,Burnley,Swansea,1,0,1.9,3.5,3.9,1.95,3.4,3.75,2,9,7,4,1.93,3.41,4.13,5,1
2024-11-22,Plymouth,Watford,2,2,3.1,3.4,2.25,3.25,3.5,2.15,10,12,3,5,3.21,3.58,2.26,2,8
2024-11-23,Bristol City,Burnley,0,1,2.7,3.25,2.63,2.88,3.0,2.7,7,14,2,5,2.76,3.12,2.82,8,3
2024-11-23,Coventry,Sheffield United,2,2,2.55,3.3,2.75,2.5,3.3,2.8,20,7,6,2,2.63,3.3,2.81,12,2
2024-11-23,Sheffield Weds,Cardiff,1,1,2.0,3.5,3.6,2.0,3.4,3.7,16,9,3,4,2.0,3.48,3.94,6,2
2024-11-23,Luton,Hull,1,0,1.95,3.5,3.75,2.1,3.3,3.5,7,14,2,2,2.01,3.56,3.67,10,4
2024-11-23,Millwall,Sunderland,1,1,2.3,3.25,3.2,2.15,3.2,3.5,11,9,5,6,2.34,3.17,3.27,10,2
2024-11-23,Oxford,Middlesbrough,2,6,5.0,4.2,1.6,4.33,3.9,1.73,11,16,7,12,5.22,4.08,1.62,6,9
2024-11-23,Preston,Derby,1,1,2.2,3.2,3.4,2.38,3.0,3.2,11,5,3,1,2.18,3.36,3.41,7,3
2024-11-23,QPR,Stoke,1,1,2.6,3.3,2.7,2.8,3.4,2.45,23,9,5,5,2.6,3.33,2.74,10,4
2024-11-23,West Brom,Norwich,2,2,1.83,3.6,4.2,1.85,3.7,4.0,22,11,6,5,1.85,3.56,4.3,11,2
2024-11-24,Swansea,Leeds,3,4,4.1,3.9,1.8,4.33,3.6,1.85,10,13,5,4,4.5,3.55,1.82,1,2
2024-11-26,Burnley,Coventry,2,0,2.2,3.3,3.25,2.15,3.3,3.3,12,3,3,1,2.26,3.31,3.46,6,2
2024-11-26,Hull,Sheffield Weds,0,2,2.3,3.4,3.0,2.35,3.4,2.9,9,16,3,4,2.39,3.33,3.18,4,6
2024-11-26,Norwich,Plymouth,6,1,1.45,4.5,6.5,1.42,4.5,7.0,19,13,10,4,1.46,4.85,6.73,8,4
2024-11-26,Sheffield United,Oxford,3,0,1.4,4.33,8.5,1.4,4.33,8.0,14,9,8,3,1.41,4.67,8.56,7,7
2024-11-26,Stoke,Preston,0,0,2.0,3.5,3.6,1.91,3.7,3.9,12,8,1,3,2.08,3.49,3.76,8,10
2024-11-26,Watford,Bristol City,1,0,2.2,3.4,3.25,2.3,3.4,3.0,7,14,1,5,2.23,3.44,3.39,3,6
2024-11-26,Sunderland,West Brom,0,0,2.38,3.4,2.9,2.1,3.4,3.4,18,2,2,0,2.41,3.23,3.23,13,2
