Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365CH,B365CD,B365CA,HS,AS,HST,AST,PSH,PSD,PSA,HC,AC
2023-08-12,Birmingham,Leeds,1,0,3.3,3.5,2.15,3.3,3.3,2.25,10,7,2,1,3.43,3.59,2.19,7,4
2023-08-12,Cardiff,QPR,1,2,1.95,3.6,3.75,1.85,3.75,4.0,15,7,4,3,2.0,3.58,4.01,13,7
2023-08-12,Huddersfield,Leicester,0,1,4.33,4.0,1.73,3.8,3.8,1.91,13,17,3,6,4.66,3.93,1.78,5,4
2023-08-12,Hull,Sheffield Weds,4,2,2.25,3.4,3.2,2.5,3.2,3.0,16,6,7,2,2.37,3.42,3.19,9,1
2023-08-12,Ipswich,Stoke,2,0,2.1,3.6,3.4,2.05,3.6,3.6,22,9,10,2,2.16,3.6,3.47,7,3
2023-08-12,Millwall,Bristol City,0,1,1.83,3.6,4.33,1.91,3.6,4.0,10,13,2,1,1.91,3.66,4.32,1,5
2023-08-12,Preston,Sunderland,2,1,2.63,3.4,2.6,2.45,3.3,2.88,11,13,2,4,2.81,3.41,2.64,5,12
2023-08-12,Rotherham,Blackburn,2,2,2.9,3.4,2.4,3.2,3.4,2.15,9,21,3,6,3.09,3.4,2.44,5,9
2023-08-12,Southampton,Norwich,4,4,1.83,3.75,4.0,2.0,3.6,3.5,31,15,11,6,1.87,3.77,4.35,13,4
2023-08-12,Watford,Plymouth,0,0,1.7,3.75,5.0,1.7,3.75,4.75,20,13,3,5,1.72,4.01,4.96,12,3
2023-08-12,West Brom,Swansea,3,2,2.05,3.4,3.6,2.05,3.4,3.6,11,13,3,4,2.1,3.57,3.68,4,8
2023-08-18,Leeds,West Brom,1,1,2.1,3.5,3.4,2.05,3.5,3.5,16,4,4,2,2.16,3.56,3.52,4,3
2023-08-19,Plymouth,Southampton,1,2,3.8,3.75,1.91,4.5,3.8,1.73,15,19,2,9,3.88,3.98,1.93,5,10
2023-08-19,Blackburn,Hull,1,2,1.95,3.5,3.9,1.83,3.6,4.2,14,19,3,5,1.93,3.77,4.04,2,8
2023-08-19,Bristol City,Birmingham,0,2,2.2,3.3,3.4,2.3,3.2,3.2,19,16,0,6,2.29,3.27,3.5,8,4
2023-08-19,Leicester,Cardiff,2,1,1.5,4.33,6.5,1.5,4.33,6.5,15,10,6,4,1.54,4.49,6.29,10,4
2023-08-19,Middlesbrough,Huddersfield,1,1,1.7,3.9,4.75,1.75,3.8,4.5,17,16,7,2,1.78,4.01,4.61,7,8
2023-08-19,QPR,Ipswich,0,1,4.0,3.6,1.91,5.25,4.0,1.62,10,16,4,3,4.51,3.63,1.88,5,4
2023-08-19,Sheffield Weds,Preston,0,1,2.5,3.25,2.88,2.45,3.3,2.9,8,5,3,2,2.61,3.24,2.99,0,4
2023-08-19,Stoke,Watford,1,0,2.25,3.3,3.25,2.25,3.3,3.25,13,10,2,3,2.25,3.53,3.34,7,2
2023-08-19,Sunderland,Rotherham,2,1,1.67,3.75,5.25,1.6,4.2,5.5,11,4,4,1,1.66,4.18,5.32,5,0
2023-08-19,Swansea,Coventry,1,1,2.4,3.3,3.0,2.25,3.4,3.25,7,11,3,2,2.43,3.53,3.01,3,8
2023-08-20,Norwich,Millwall,3,1,2.0,3.6,3.6,1.91,3.6,3.75,20,10,5,2,2.12,3.56,3.62,6,3
2023-08-25,Hull,Bristol City,1,1,2.3,3.3,3.1,2.25,3.4,3.2,13,19,9,5,2.41,3.41,3.13,4,5
2023-08-26,Birmingham,Plymouth,2,1,1.85,3.5,4.33,1.91,3.6,4.0,13,16,4,8,1.88,3.66,4.46,10,10
2023-08-26,Cardiff,Sheffield Weds,2,1,2.15,3.2,3.6,2.2,3.1,3.5,12,11,4,2,2.13,3.44,3.74,5,10
2023-08-26,Coventry,Sunderland,0,0,2.1,3.3,3.5,1.95,3.4,4.0,17,15,6,2,2.15,3.54,3.57,4,7
2023-08-26,Huddersfield,Norwich,0,4,3.4,3.4,2.15,3.5,3.6,2.0,18,9,5,5,3.37,3.74,2.15,5,3
2023-08-26,Ipswich,Leeds,3,4,2.3,3.3,3.1,2.3,3.6,2.88,21,14,6,9,2.39,3.37,3.2,8,4
2023-08-26,Millwall,Stoke,1,0,2.3,3.25,3.2,2.55,3.2,2.88,17,20,7,2,2.43,3.27,3.22,6,7
2023-08-26,Preston,Swansea,2,1,2.55,3.3,2.75,2.4,3.3,2.9,11,10,3,1,2.66,3.35,2.84,6,4
2023-08-26,Rotherham,Leicester,1,2,5.75,4.0,1.57,5.75,4.0,1.57,8,15,1,7,5.53,4.21,1.63,5,4
2023-08-26,Southampton,QPR,2,1,1.36,4.75,9.0,1.33,5.0,9.0,7,11,3,5,1.37,5.47,8.46,4,3
2023-08-26,West Brom,Middlesbrough,4,2,2.2,3.5,3.2,2.3,3.5,3.1,7,15,4,5,2.3,3.52,3.24,4,2
2023-08-27,Watford,Blackburn,0,1,2.0,3.5,3.75,2.2,3.6,3.2,24,5,4,3,2.12,3.65,3.55,8,4
2023-09-02,Birmingham,Millwall,1,1,2.3,3.2,3.25,2.45,3.2,3.1,17,9,4,3,2.46,3.21,3.23,1,3
2023-09-02,Sunderland,Southampton,5,0,2.8,3.6,2.4,2.8,3.6,2.45,18,13,10,2,2.84,3.65,2.49,5,8
2023-09-02,Swansea,Bristol City,1,2,2.1,3.4,3.5,2.25,3.4,3.25,12,16,4,4,2.17,3.64,3.42,4,8
2023-09-02,Coventry,Watford,3,3,2.1,3.5,3.4,2.25,3.4,3.1,16,14,7,5,2.17,3.62,3.44,9,6
2023-09-02,Ipswich,Cardiff,3,2,1.62,4.2,5.5,1.53,4.33,6.0,19,13,7,5,1.67,4.16,5.25,6,3
2023-09-02,Leeds,Sheffield Weds,0,0,1.44,4.5,7.5,1.44,4.75,7.0,16,10,4,5,1.45,5.05,6.95,5,3
2023-09-02,Leicester,Hull,0,1,1.57,4.2,5.5,1.5,4.5,6.5,21,7,1,4,1.54,4.67,5.95,8,3
2023-09-02,Middlesbrough,QPR,0,2,1.6,4.0,5.5,1.5,4.5,6.0,16,11,9,3,1.6,4.43,5.61,7,5
2023-09-02,Plymouth,Blackburn,3,0,2.7,3.6,2.5,2.8,3.6,2.3,23,20,9,4,2.72,3.79,2.52,9,9
2023-09-02,Rotherham,Norwich,2,1,4.5,3.8,1.75,4.33,3.8,1.8,9,17,3,5,4.85,4.0,1.74,2,6
2023-09-02,Stoke,Preston,0,2,1.95,3.5,4.0,1.95,3.5,4.0,18,7,1,3,1.96,3.5,4.28,9,0
2023-09-02,West Brom,Huddersfield,1,2,1.73,3.8,4.75,1.75,3.8,4.75,10,14,5,4,1.72,4.08,4.89,4,9
2023-09-15,Hull,Coventry,1,1,2.8,3.3,2.55,2.7,3.3,2.6,18,8,4,2,2.88,3.48,2.54,9,3
2023-09-15,Southampton,Leicester,1,4,2.45,3.4,2.8,2.3,3.5,3.0,19,15,8,8,2.52,3.6,2.83,9,3
2023-09-16,Blackburn,Middlesbrough,2,1,2.63,3.25,2.75,2.3,3.6,3.0,15,21,8,6,2.55,3.66,2.77,5,9
2023-09-16,Bristol City,West Brom,0,0,2.45,3.3,2.88,2.25,3.2,3.3,14,14,3,0,2.47,3.43,3.01,7,7
2023-09-16,Huddersfield,Rotherham,2,0,1.85,3.4,4.33,1.8,3.5,4.5,15,7,5,3,1.87,3.7,4.44,2,5
2023-09-16,Norwich,Stoke,1,0,1.91,3.5,4.2,1.95,3.5,4.0,13,13,5,2,1.92,3.83,4.04,5,3
2023-09-16,Preston,Plymouth,2,1,1.95,3.6,3.75,2.0,3.75,3.75,9,18,5,7,2.0,3.71,3.84,4,14
2023-09-16,QPR,Sunderland,1,3,3.1,3.5,2.25,3.0,3.5,2.38,5,22,3,8,3.33,3.56,2.24,0,8
2023-09-16,Sheffield Weds,Ipswich,0,1,3.8,3.5,2.0,3.8,3.5,2.0,6,13,0,6,3.89,3.53,2.05,7,1
2023-09-16,Watford,Birmingham,2,0,1.95,3.3,4.0,2.0,3.3,3.8,12,8,4,3,2.04,3.48,3.98,8,1
2023-09-16,Cardiff,Swansea,2,0,2.55,3.25,2.8,2.25,3.1,3.3,13,9,7,3,2.63,3.39,2.85,2,2
2023-09-17,Millwall,Leeds,0,3,3.0,3.4,2.38,3.6,3.6,2.0,12,14,3,3,3.13,3.4,2.42,8,9
2023-09-19,Bristol City,Plymouth,4,1,1.75,3.8,4.33,1.57,4.2,5.5,17,6,6,2,1.78,4.15,4.44,7,1
2023-09-19,Cardiff,Coventry,3,2,2.7,3.3,2.63,2.7,3.3,2.63,8,7,3,3,2.75,3.4,2.7,3,5
2023-09-19,Preston,Birmingham,2,1,2.38,3.1,3.3,2.38,3.0,3.4,10,16,3,4,2.4,3.2,3.35,5,2
2023-09-19,QPR,Swansea,1,1,2.7,3.3,2.6,2.7,3.3,2.6,11,8,3,3,2.75,3.44,2.68,4,6
2023-09-19,Southampton,Ipswich,0,1,2.25,3.4,3.1,2.2,3.5,3.2,13,11,3,3,2.32,3.74,3.05,9,3
2023-09-19,Sheffield Weds,Middlesbrough,1,1,3.3,3.5,2.15,3.4,3.5,2.1,9,10,2,3,3.46,3.6,2.17,3,4
2023-09-20,Blackburn,Sunderland,1,3,2.25,3.6,3.0,2.25,3.6,3.0,22,13,6,4,2.32,3.76,3.02,8,4
2023-09-20,Huddersfield,Stoke,2,2,2.88,3.3,2.5,3.0,3.3,2.4,10,18,6,3,2.83,3.45,2.6,5,8
2023-09-20,Hull,Leeds,0,0,4.2,3.4,1.91,3.8,3.6,1.91,9,17,0,4,3.9,3.73,1.98,5,6
2023-09-20,Millwall,Rotherham,3,0,1.73,3.6,5.0,1.65,3.75,5.5,20,5,8,1,1.73,3.86,5.17,6,1
2023-09-20,Watford,West Brom,2,2,2.2,3.25,3.4,2.2,3.2,3.5,12,7,4,5,2.22,3.49,3.45,3,2
2023-09-20,Norwich,Leicester,0,2,2.75,3.5,2.5,2.38,3.5,2.9,15,10,2,3,2.67,3.73,2.6,10,1
2023-09-22,Birmingham,QPR,0,0,1.85,3.5,4.33,1.85,3.5,4.33,12,8,4,4,1.86,3.61,4.65,6,7
2023-09-23,Ipswich,Blackburn,4,3,1.7,4.0,4.75,1.65,4.2,4.75,29,10,11,5,1.7,4.26,4.77,10,5
2023-09-23,Leeds,Watford,3,0,1.73,3.8,4.75,1.73,3.8,4.5,17,4,10,1,1.75,4.09,4.64,8,1
2023-09-23,Leicester,Bristol City,1,0,1.73,4.0,4.5,1.67,4.0,5.0,19,6,7,1,1.74,4.17,4.68,9,0
2023-09-23,Middlesbrough,Southampton,2,1,2.5,3.4,2.8,2.2,3.5,3.25,14,15,5,5,2.5,3.62,2.85,5,7
2023-09-23,Plymouth,Norwich,6,2,3.4,3.75,2.05,3.4,3.75,2.05,16,11,10,6,3.44,3.88,2.08,3,6
2023-09-23,Rotherham,Preston,1,1,3.2,3.4,2.25,3.3,3.4,2.2,3,14,1,6,3.44,3.28,2.31,2,10
2023-09-23,Swansea,Sheffield Weds,3,0,1.95,3.5,4.0,2.05,3.4,3.75,12,10,4,1,1.97,3.54,4.17,2,5
2023-09-23,West Brom,Millwall,0,0,2.1,3.4,3.6,2.15,3.25,3.75,16,7,3,2,2.16,3.42,3.67,6,8
2023-09-24,Stoke,Hull,1,3,1.91,3.75,3.8,2.0,3.6,3.6,10,13,6,5,1.95,3.78,3.97,11,6
2023-09-24,Sunderland,Cardiff,0,1,1.85,3.5,4.33,1.91,3.4,4.33,16,7,6,2,1.96,3.74,3.98,4,4
2023-09-25,Coventry,Huddersfield,1,1,1.8,3.75,4.33,1.95,3.6,3.75,11,10,3,4,1.84,3.76,4.53,10,4
2023-09-29,Sheffield Weds,Sunderland,0,3,3.2,3.4,2.25,3.3,3.4,2.2,8,12,2,6,3.27,3.49,2.29,2,5
2023-09-30,Southampton,Leeds,3,1,3.0,3.5,2.3,2.88,3.6,2.3,10,15,5,5,2.97,3.7,2.38,5,6
2023-09-30,Bristol City,Stoke,2,3,2.3,3.25,3.2,2.7,3.2,2.8,13,6,5,4,2.37,3.37,3.23,11,3
2023-09-30,Cardiff,Rotherham,2,0,1.7,3.75,5.25,1.55,3.8,7.0,12,7,5,0,1.71,3.94,5.2,6,5
2023-09-30,Huddersfield,Ipswich,1,1,4.0,3.6,1.91,3.4,3.6,2.1,12,20,6,6,3.88,3.89,1.94,5,6
2023-09-30,Hull,Plymouth,1,1,1.83,3.75,4.2,1.8,3.8,4.5,21,11,5,5,1.92,3.92,3.96,12,4
2023-09-30,Millwall,Swansea,0,3,2.1,3.3,3.75,2.2,3.3,3.4,22,7,5,5,2.1,3.43,3.85,6,0
2023-09-30,Norwich,Birmingham,2,0,1.91,3.5,4.0,1.91,3.5,4.0,16,12,4,2,1.93,3.68,4.21,4,4
2023-09-30,Preston,West Brom,0,4,2.38,3.5,2.88,2.5,3.3,2.88,5,19,1,6,2.5,3.27,3.11,2,6
2023-09-30,QPR,Coventry,1,3,3.1,3.3,2.38,2.8,3.4,2.55,12,15,3,6,3.25,3.39,2.35,4,5
2023-09-30,Watford,Middlesbrough,2,3,2.45,3.4,2.9,2.63,3.4,2.7,17,9,4,3,2.46,3.53,2.96,9,3
2023-10-01,Blackburn,Leicester,1,4,3.6,3.6,2.05,3.6,3.8,1.91,15,11,4,4,3.53,3.82,2.07,5,6
2023-10-03,Birmingham,Huddersfield,4,1,2.25,3.3,3.3,2.1,3.3,3.6,12,17,6,6,2.3,3.34,3.4,3,5
2023-10-03,Ipswich,Hull,3,0,1.7,4.0,4.75,1.8,3.8,4.33,14,13,6,6,1.76,3.99,4.74,6,5
2023-10-03,Middlesbrough,Cardiff,2,0,1.91,3.75,4.0,1.8,3.6,4.33,11,6,6,3,1.91,3.84,4.09,8,2
2023-10-03,Plymouth,Millwall,0,2,2.4,3.5,2.8,2.45,3.5,2.7,22,9,6,3,2.49,3.58,2.89,8,1
2023-10-03,Stoke,Southampton,0,1,2.7,3.4,2.6,3.0,3.3,2.4,15,9,2,4,2.78,3.46,2.64,8,6
2023-10-03,West Brom,Sheffield Weds,1,0,1.6,3.8,6.0,1.6,3.8,5.75,17,4,3,2,1.61,3.94,6.36,10,4
2023-10-04,Coventry,Blackburn,1,0,2.05,3.6,3.4,2.1,3.6,3.25,14,14,3,4,2.11,3.73,3.5,7,8
2023-10-04,Leeds,QPR,1,0,1.36,5.0,9.0,1.33,5.25,10.0,16,5,3,2,1.36,5.53,8.65,8,0
2023-10-04,Leicester,Preston,3,0,1.5,4.2,7.5,1.5,4.2,7.5,9,6,4,1,1.49,4.52,7.13,4,4
2023-10-04,Sunderland,Watford,2,0,1.95,3.4,4.0,2.15,3.3,3.5,9,11,4,4,1.93,3.71,4.16,5,2
2023-10-04,Swansea,Norwich,2,1,2.9,3.3,2.45,2.75,3.1,2.7,23,14,7,5,2.94,3.47,2.51,8,7
2023-10-04,Rotherham,Bristol City,1,2,3.6,3.4,2.05,4.0,3.4,1.95,8,9,1,5,4.01,3.37,2.07,4,4
2023-10-06,Birmingham,West Brom,3,1,2.75,3.2,2.63,2.8,3.25,2.55,11,10,3,3,2.95,3.17,2.68,6,8
2023-10-07,Sunderland,Middlesbrough,0,4,2.3,3.6,2.88,2.2,3.6,3.0,9,19,3,7,2.4,3.53,3.05,4,8
2023-10-07,Cardiff,Watford,1,1,2.45,3.3,2.9,2.2,3.2,3.4,8,8,2,1,2.52,3.25,3.09,2,1
2023-10-07,Coventry,Norwich,1,1,2.6,3.2,2.8,2.55,3.2,2.88,21,6,3,2,2.57,3.41,2.9,8,0
2023-10-07,Ipswich,Preston,4,2,1.6,4.0,5.5,1.5,4.33,6.5,16,8,10,2,1.64,4.14,5.61,7,0
2023-10-07,Leeds,Bristol City,2,1,1.57,4.2,5.75,1.45,4.75,6.5,21,9,8,2,1.58,4.45,5.77,8,6
2023-10-07,Leicester,Stoke,2,0,1.55,4.33,5.75,1.45,4.5,7.0,14,3,7,1,1.55,4.48,6.15,4,4
2023-10-07,Millwall,Hull,2,2,2.3,3.4,3.1,2.5,3.2,2.9,13,8,4,3,2.32,3.48,3.23,5,1
2023-10-07,Plymouth,Swansea,1,3,2.4,3.4,2.88,2.5,3.5,2.7,16,14,7,6,2.46,3.65,2.89,12,7
2023-10-07,QPR,Blackburn,0,4,3.0,3.5,2.3,3.5,3.75,2.05,21,17,6,7,3.02,3.65,2.36,10,7
2023-10-07,Sheffield Weds,Huddersfield,0,0,2.6,3.3,2.75,2.7,3.1,2.75,6,7,1,0,2.66,3.4,2.79,5,4
2023-10-07,Southampton,Rotherham,1,1,1.33,5.5,8.5,1.29,6.0,9.5,22,4,10,2,1.35,5.51,9.29,12,4
2023-10-21,Preston,Millwall,1,1,2.38,3.2,3.1,2.45,3.2,3.0,7,7,2,4,2.52,3.18,3.17,5,2
2023-10-21,Blackburn,Cardiff,1,0,2.0,3.5,3.6,2.0,3.4,3.75,9,11,1,2,2.09,3.79,3.51,4,6
2023-10-21,Bristol City,Coventry,1,0,2.38,3.4,2.9,2.75,3.4,2.45,6,12,3,1,2.47,3.49,2.97,2,15
2023-10-21,Huddersfield,QPR,2,1,1.91,3.5,4.0,1.75,3.75,4.5,6,14,4,2,1.95,3.64,4.13,2,9
2023-10-21,Hull,Southampton,1,2,2.9,3.4,2.38,2.88,3.4,2.4,13,18,3,5,2.97,3.58,2.43,7,9
2023-10-21,Middlesbrough,Birmingham,1,0,1.75,3.75,4.5,1.7,3.8,4.75,17,5,10,3,1.79,3.89,4.64,12,0
2023-10-21,Norwich,Leeds,2,3,3.0,3.5,2.25,3.6,3.6,1.95,14,19,4,8,3.21,3.72,2.23,7,7
2023-10-21,Stoke,Sunderland,2,1,2.5,3.3,2.75,2.25,3.1,3.2,11,18,4,7,2.55,3.56,2.82,6,2
2023-10-21,Swansea,Leicester,1,3,4.33,4.0,1.75,4.2,4.0,1.8,11,18,4,7,4.59,3.97,1.78,3,3
2023-10-21,Watford,Sheffield Weds,1,0,1.67,3.6,5.25,1.75,3.5,4.75,12,10,3,2,1.72,3.78,5.34,4,5
2023-10-21,West Brom,Plymouth,0,0,1.7,3.6,5.0,1.62,3.8,5.5,14,5,2,2,1.73,4.04,4.88,10,5
2023-10-24,Huddersfield,Cardiff,0,4,2.38,3.25,3.1,2.45,3.2,3.0,19,15,6,7,2.41,3.29,3.23,9,6
2023-10-24,Millwall,Blackburn,1,2,2.45,3.5,2.88,2.6,3.5,2.63,16,9,3,6,2.52,3.54,2.87,11,3
2023-10-24,Norwich,Middlesbrough,1,2,2.75,3.6,2.45,2.63,3.6,2.5,13,19,2,8,2.83,3.68,2.48,4,7
2023-10-24,Swansea,Watford,0,1,2.3,3.3,3.1,2.4,3.25,3.0,9,12,3,5,2.41,3.36,3.17,6,4
2023-10-24,Leicester,Sunderland,1,0,1.5,4.5,6.0,1.55,4.33,5.75,8,13,5,3,1.53,4.61,6.18,5,5
2023-10-24,West Brom,QPR,2,0,1.6,4.0,5.25,1.65,3.75,5.25,16,1,4,0,1.63,4.08,5.78,6,2
2023-10-25,Birmingham,Hull,0,2,2.3,3.25,3.2,2.5,3.2,3.0,14,17,4,8,2.38,3.36,3.22,6,5
2023-10-25,Bristol City,Ipswich,0,1,3.5,3.5,2.1,4.0,3.75,1.85,11,19,4,6,3.55,3.73,2.09,5,2
2023-10-25,Plymouth,Sheffield Weds,3,0,2.05,3.4,3.75,2.25,3.25,3.3,13,13,6,2,2.06,3.6,3.77,1,7
2023-10-25,Preston,Southampton,2,2,3.5,3.4,2.1,3.1,3.25,2.3,12,13,5,5,3.54,3.59,2.14,7,2
2023-10-25,Rotherham,Coventry,2,0,4.2,3.5,1.91,5.5,3.75,1.67,20,23,7,7,4.2,3.66,1.93,6,16
2023-10-25,Stoke,Leeds,1,0,3.75,3.6,1.95,4.2,3.75,1.85,12,16,4,3,3.96,3.73,1.97,5,3
2023-10-28,Leeds,Huddersfield,4,1,1.36,4.75,9.0,1.29,5.5,10.0,20,5,5,2,1.36,5.44,8.71,4,2
2023-10-28,Southampton,Birmingham,3,1,1.6,4.0,5.5,1.5,4.33,6.5,11,10,5,2,1.62,4.27,5.54,4,4
2023-10-28,Blackburn,Swansea,0,1,2.0,3.75,3.5,1.91,3.8,3.75,20,16,6,4,2.01,3.93,3.62,6,5
2023-10-28,Cardiff,Bristol City,2,0,2.2,3.5,3.25,2.0,3.5,3.6,9,8,7,1,2.29,3.35,3.41,4,3
2023-10-28,Hull,Preston,1,0,2.0,3.5,3.8,1.95,3.5,4.0,19,11,6,4,2.09,3.45,3.83,7,2
2023-10-28,Ipswich,Plymouth,3,2,1.36,5.5,7.5,1.36,5.75,7.0,15,10,4,6,1.4,5.41,7.45,11,3
2023-10-28,Middlesbrough,Stoke,0,2,1.75,4.0,4.33,1.73,4.0,4.5,9,13,3,6,1.81,3.9,4.56,8,4
2023-10-28,QPR,Leicester,1,2,8.0,5.0,1.36,6.5,4.75,1.45,9,16,3,5,8.06,5.21,1.4,1,8
2023-10-28,Sunderland,Norwich,3,1,2.0,3.75,3.5,1.95,3.75,3.6,17,9,8,2,2.1,3.72,3.52,7,1
2023-10-28,Watford,Millwall,2,2,2.0,3.3,4.0,2.1,3.2,3.75,19,11,6,4,2.1,3.34,3.95,7,2
2023-10-29,Sheffield Weds,Rotherham,2,0,1.91,3.4,4.33,1.75,3.6,4.75,14,6,5,0,1.89,3.49,4.65,4,3
2023-10-30,Coventry,West Brom,0,2,2.3,3.3,3.2,2.38,3.25,3.2,15,7,3,3,2.33,3.33,3.28,5,5
2023-11-03,Leicester,Leeds,0,1,2.15,3.6,3.25,2.15,3.6,3.25,10,11,1,6,2.24,3.67,3.24,7,6
2023-11-04,Birmingham,Ipswich,2,2,3.8,3.75,1.91,3.8,3.75,1.91,13,17,3,7,4.09,3.86,1.9,7,8
2023-11-04,Bristol City,Sheffield Weds,1,0,2.15,3.2,3.6,2.25,3.1,3.6,17,6,7,2,2.15,3.36,3.77,8,7
2023-11-04,Huddersfield,Watford,0,0,3.1,3.4,2.3,3.6,3.5,2.05,5,9,2,3,3.27,3.45,2.31,1,3
2023-11-04,Millwall,Southampton,0,1,3.6,3.5,2.05,3.8,3.4,2.05,7,16,1,8,3.55,3.68,2.11,5,12
2023-11-04,Plymouth,Middlesbrough,3,3,4.0,3.6,1.91,4.0,3.8,1.83,10,20,5,11,3.8,3.98,1.94,8,6
2023-11-04,Preston,Coventry,3,2,2.8,3.2,2.63,2.75,3.2,2.63,16,18,7,8,2.92,3.2,2.69,6,8
2023-11-04,Rotherham,QPR,1,1,2.7,3.25,2.7,3.0,3.25,2.45,8,11,3,4,2.77,3.26,2.79,6,6
2023-11-04,Stoke,Cardiff,0,0,2.15,3.3,3.5,2.05,3.3,3.75,7,11,1,3,2.18,3.42,3.61,1,7
2023-11-04,Swansea,Sunderland,0,0,2.7,3.4,2.63,2.9,3.4,2.4,3,25,2,3,2.8,3.49,2.61,2,8
2023-11-04,West Brom,Hull,3,1,2.05,3.2,3.8,1.91,3.3,4.33,10,9,5,4,2.07,3.48,3.86,1,2
2023-11-05,Norwich,Blackburn,1,3,2.15,3.6,3.2,2.2,3.6,3.1,21,10,8,4,2.17,3.94,3.18,8,2
2023-11-07,Rotherham,Ipswich,2,2,5.75,4.5,1.5,5.0,4.33,1.57,8,13,3,3,6.51,4.47,1.53,6,8
2023-11-10,Blackburn,Preston,1,2,1.95,3.6,3.75,2.0,3.6,3.6,22,9,5,4,1.97,3.65,4.02,7,2
2023-11-11,Sunderland,Birmingham,3,1,1.75,3.75,4.5,1.6,4.0,5.5,22,16,6,7,1.76,3.92,4.86,10,5
2023-11-11,Cardiff,Norwich,2,3,2.0,3.5,3.6,2.0,3.5,3.75,13,20,6,8,2.03,3.8,3.66,2,9
2023-11-11,Coventry,Stoke,0,0,2.3,3.4,3.1,2.2,3.5,3.2,13,6,2,2,2.32,3.4,3.3,4,4
2023-11-11,Hull,Huddersfield,1,0,1.73,3.6,5.0,1.73,3.4,5.5,20,2,5,1,1.78,3.71,5.06,9,1
2023-11-11,Ipswich,Swansea,3,2,1.53,4.33,5.5,1.55,4.33,5.25,22,7,9,4,1.61,4.43,5.46,6,2
2023-11-11,Leeds,Plymouth,2,1,1.25,6.5,11.0,1.25,6.5,12.0,14,9,6,3,1.27,6.68,10.06,7,6
2023-11-11,Middlesbrough,Leicester,1,0,2.9,3.6,2.3,2.7,3.6,2.45,9,12,6,4,3.02,3.61,2.38,3,4
2023-11-11,QPR,Bristol City,0,0,2.8,3.2,2.63,3.2,3.1,2.4,7,7,0,2,2.81,3.3,2.72,5,2
2023-11-11,Sheffield Weds,Millwall,0,4,2.63,3.0,2.9,2.5,3.0,3.1,12,13,2,6,2.76,3.04,2.97,8,4
2023-11-11,Southampton,West Brom,2,1,1.91,3.6,4.0,1.91,3.6,3.8,10,14,3,2,1.88,3.76,4.31,3,10
2023-11-11,Watford,Rotherham,5,0,1.45,4.2,7.5,1.45,4.33,7.0,14,9,8,2,1.49,4.43,7.55,7,2
2023-11-24,Rotherham,Leeds,1,1,7.5,5.0,1.36,10.0,5.25,1.3,6,18,3,5,9.25,5.33,1.36,4,3
2023-11-25,Birmingham,Sheffield Weds,2,1,2.15,3.25,3.5,2.2,3.2,3.4,13,16,4,4,2.19,3.26,3.79,6,6
2023-11-25,Bristol City,Middlesbrough,3,2,3.6,3.3,2.1,3.5,3.25,2.15,10,12,8,4,3.59,3.49,2.16,3,8
2023-11-25,Huddersfield,Southampton,1,1,4.75,3.8,1.7,4.5,3.6,1.75,10,16,2,4,4.96,4.07,1.71,2,7
2023-11-25,Leicester,Watford,2,0,1.57,4.2,5.5,1.62,4.0,5.25,23,9,8,1,1.61,4.15,5.96,6,2
