Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365CH,B365CD,B365CA,HS,AS,HST,AST,PSH,PSD,PSA,HC,AC
2025-08-23,Birmingham,Oxford,1,0,1.45,4.5,6.5,1.48,4.33,6.5,16,6,1,1,1.44,4.38,7.33,4,1
2025-08-23,Coventry,QPR,7,1,1.55,4.2,5.5,1.44,4.75,6.25,19,10,8,1,1.56,4.09,5.92,9,4
2025-08-23,Norwich,Middlesbrough,1,2,2.25,3.4,3.1,2.35,3.4,3.0,14,11,3,4,2.32,3.42,3.06,5,3
2025-08-23,Preston,Ipswich,1,0,3.7,3.4,2.05,3.4,3.3,2.15,2,15,1,2,3.75,3.41,2.04,3,6
2025-08-23,Sheffield United,Millwall,0,1,2.0,3.4,3.7,1.75,3.9,4.2,14,17,4,6,2.06,3.3,3.81,8,7
2025-08-23,Southampton,Stoke,1,2,1.73,3.8,4.5,1.91,3.6,3.6,18,12,2,4,1.78,3.76,4.43,7,3
2025-08-23,West Brom,Portsmouth,1,1,1.75,3.6,4.5,1.67,3.8,5.0,13,8,3,4,1.74,3.71,4.75,2,3
2025-08-23,Wrexham,Sheffield Weds,2,2,1.55,4.1,5.75,1.6,4.0,5.25,11,21,4,7,1.58,4.34,5.22,3,9
2025-08-29,Leicester,Birmingham,2,0,2.35,3.25,2.85,2.45,3.1,2.82,5,11,2,1,2.52,3.28,3.02,1,7
2025-08-30,Middlesbrough,Sheffield United,1,0,2.15,3.4,3.1,2.05,3.6,3.2,15,8,6,0,2.24,3.55,3.22,5,9
2025-08-30,QPR,Charlton,3,1,2.85,3.3,2.4,3.3,3.4,2.05,13,13,6,3,2.9,3.32,2.55,1,2
2025-08-30,Stoke,West Brom,0,1,2.65,3.2,2.65,2.52,3.2,2.6,13,12,3,3,2.68,3.35,2.73,5,5
2025-08-30,Blackburn,Norwich,0,2,2.25,3.4,3.0,2.05,3.5,3.25,12,15,3,4,2.42,3.21,3.08,3,9
2025-08-30,Bristol City,Hull,4,2,1.86,3.4,4.2,1.72,3.6,4.5,29,20,5,9,1.88,3.56,4.17,8,5
2025-08-30,Ipswich,Derby,2,2,1.49,3.9,6.5,1.43,3.75,7.0,18,10,5,2,1.52,4.04,6.66,6,3
2025-08-30,Millwall,Wrexham,0,2,1.96,3.4,3.75,1.97,3.3,3.75,21,6,2,3,2.06,3.35,3.75,5,2
2025-08-30,Oxford,Coventry,2,2,4.5,3.6,1.71,4.75,4.1,1.53,14,15,3,6,4.31,3.93,1.76,0,5
2025-08-30,Portsmouth,Preston,1,0,2.15,3.3,3.3,2.01,3.4,3.5,10,13,2,2,2.24,3.29,3.34,6,4
2025-08-30,Sheffield Weds,Swansea,0,2,3.25,3.3,2.2,3.25,3.3,2.15,9,17,1,8,3.19,3.34,2.29,2,7
2025-08-30,Watford,Southampton,2,2,3.0,3.3,2.35,2.7,3.3,2.35,10,12,4,7,2.89,3.28,2.51,4,5
2025-09-12,Ipswich,Sheffield United,5,0,1.76,3.5,4.5,1.68,3.7,4.75,21,10,11,2,1.83,3.8,4.39,3,5
2025-09-13,Charlton,Millwall,1,1,2.4,3.1,3.1,2.35,3.1,3.0,14,15,3,3,2.49,2.95,3.24,3,4
2025-09-13,Oxford,Leicester,2,2,4.2,3.5,1.81,3.7,3.4,1.96,19,8,2,5,4.14,3.54,1.89,4,4
2025-09-13,Preston,Middlesbrough,2,2,3.0,3.3,2.2,3.0,3.3,2.25,7,14,2,3,3.17,3.3,2.32,3,4
2025-09-13,Coventry,Norwich,1,1,1.68,3.9,4.33,1.66,4.1,4.2,28,4,4,1,1.75,3.99,4.3,11,2
2025-09-13,Sheffield Weds,Bristol City,0,3,3.75,3.4,1.91,3.9,3.4,1.91,6,9,0,4,3.48,3.68,2.04,4,1
2025-09-13,Stoke,Birmingham,1,0,3.0,3.2,2.35,2.82,3.2,2.45,8,7,3,0,3.14,3.16,2.41,5,3
2025-09-13,Swansea,Hull,2,2,1.79,3.5,4.5,1.76,3.6,4.33,9,15,2,6,1.81,3.56,4.53,5,2
2025-09-13,Watford,Blackburn,0,1,2.15,3.5,3.1,2.4,3.25,2.82,14,14,1,5,2.22,3.39,3.27,5,7
2025-09-13,West Brom,Derby,0,1,1.71,3.5,4.75,1.68,3.5,5.0,18,4,3,1,1.78,3.43,5.02,11,0
2025-09-13,Wrexham,QPR,1,3,1.86,3.5,4.0,2.1,3.25,3.4,21,15,8,6,1.92,3.6,3.98,12,9
2025-09-14,Southampton,Portsmouth,0,0,1.66,3.9,4.5,1.68,4.0,4.33,9,10,1,1,1.75,3.87,4.47,7,5
2025-09-19,Middlesbrough,West Brom,2,1,2.1,3.4,3.3,2.15,3.3,3.25,9,15,4,3,2.26,3.36,3.41,2,3
2025-09-20,Birmingham,Swansea,1,0,1.81,3.3,4.5,2.01,3.2,3.8,23,9,7,2,1.9,3.31,4.45,7,2
2025-09-20,Leicester,Coventry,0,0,2.4,3.4,2.65,2.45,3.4,2.65,17,11,9,3,2.55,3.44,2.73,10,3
2025-09-20,QPR,Stoke,1,0,2.65,3.2,2.55,2.75,3.25,2.4,14,7,7,1,2.71,3.28,2.66,3,6
2025-09-20,Derby,Preston,0,1,2.3,3.1,3.1,2.25,3.2,3.1,7,10,2,6,2.37,3.1,3.28,3,4
2025-09-20,Hull,Southampton,3,1,3.0,3.5,2.2,2.85,3.6,2.25,11,14,4,4,2.99,3.68,2.25,1,6
2025-09-20,Norwich,Wrexham,2,3,1.71,3.8,4.33,2.05,3.5,3.3,14,11,5,8,1.79,3.83,4.31,2,3
2025-09-20,Portsmouth,Sheffield Weds,0,2,1.51,4.1,6.0,1.66,3.7,5.25,25,13,5,8,1.54,4.3,5.73,11,5
2025-09-20,Sheffield United,Charlton,0,1,1.76,3.6,4.33,1.76,3.7,4.2,13,13,1,4,1.83,3.65,4.27,6,1
2025-09-21,Bristol City,Oxford,1,3,1.56,4.2,5.25,1.53,4.2,5.25,12,18,2,6,1.57,4.03,5.81,8,5
2025-09-22,Millwall,Watford,1,0,2.01,3.2,3.8,1.91,3.4,4.1,9,11,2,4,2.1,3.25,3.75,7,4
2025-09-26,West Brom,Leicester,1,1,2.05,3.3,3.5,2.15,3.25,3.3,11,13,5,1,2.24,3.36,3.45,3,3
2025-09-27,Coventry,Birmingham,3,0,1.96,3.5,3.6,2.01,3.5,3.5,14,5,5,0,2.11,3.49,3.58,3,4
2025-09-27,Swansea,Millwall,1,1,2.15,3.1,3.5,2.1,3.2,3.4,13,11,2,3,2.2,3.26,3.6,6,4
2025-09-27,Wrexham,Derby,1,1,2.05,3.3,3.5,2.01,3.5,3.4,10,5,5,3,2.18,3.33,3.58,4,3
2025-09-27,Charlton,Blackburn,3,0,2.25,3.25,3.1,2.25,3.25,3.1,16,9,7,2,2.35,3.17,3.24,3,3
2025-09-27,Ipswich,Portsmouth,2,1,1.49,3.9,6.25,1.35,4.5,8.5,14,8,5,4,1.52,4.36,5.94,5,4
2025-09-27,Oxford,Sheffield United,0,1,3.2,3.2,2.25,3.1,3.2,2.25,14,6,3,2,3.02,3.34,2.38,3,5
2025-09-27,Preston,Bristol City,0,0,2.5,3.3,2.65,2.65,3.25,2.55,7,19,2,7,2.65,3.21,2.78,2,9
2025-09-27,Sheffield Weds,QPR,1,1,2.7,3.4,2.45,3.1,3.5,2.15,14,14,5,4,2.82,3.41,2.49,5,4
2025-09-27,Southampton,Middlesbrough,1,1,2.3,3.4,2.85,2.2,3.4,3.0,14,7,2,1,2.39,3.42,2.95,6,3
2025-09-27,Stoke,Norwich,1,1,1.96,3.6,3.5,1.86,3.7,3.7,23,6,6,3,2.02,3.66,3.53,12,2
2025-09-27,Watford,Hull,2,1,2.2,3.4,3.1,2.3,3.4,2.85,21,11,8,4,2.31,3.4,3.1,6,6
2025-09-30,Birmingham,Sheffield Weds,2,2,1.45,4.0,7.5,1.42,4.1,8.0,20,5,5,3,1.53,4.21,6.57,10,4
2025-09-30,Blackburn,Swansea,1,2,2.57,3.1,2.65,2.35,3.1,3.0,14,7,3,4,2.61,3.31,2.83,7,3
2025-09-30,Bristol City,Ipswich,1,1,2.7,3.3,2.45,2.65,3.3,2.5,13,15,3,3,2.83,3.45,2.53,3,6
2025-09-30,Hull,Preston,2,2,2.05,3.5,3.4,1.91,3.5,3.75,10,13,5,5,2.2,3.42,3.43,5,3
2025-09-30,Leicester,Wrexham,1,1,1.61,3.75,5.0,1.76,3.6,4.2,16,9,1,1,1.69,4.02,4.95,7,1
2025-09-30,Middlesbrough,Stoke,0,0,1.76,3.4,4.5,1.81,3.5,4.2,12,18,4,5,1.95,3.6,3.97,5,8
2025-09-30,Sheffield United,Southampton,1,2,2.3,3.4,2.85,2.4,3.3,2.75,8,12,3,5,2.41,3.5,2.95,4,5
2025-09-30,Derby,Charlton,1,1,2.55,3.25,2.65,2.65,3.2,2.57,18,11,3,3,2.67,3.19,2.85,5,2
2025-10-01,Millwall,Coventry,0,4,3.0,3.3,2.3,3.7,3.4,1.96,13,13,3,5,2.92,3.37,2.44,3,3
2025-10-01,Norwich,West Brom,0,1,2.7,3.4,2.5,3.25,3.4,2.15,16,5,5,1,2.87,3.36,2.48,4,3
2025-10-01,Portsmouth,Watford,2,2,2.1,3.4,3.25,2.3,3.3,3.0,15,12,5,6,2.23,3.31,3.33,3,3
2025-10-01,QPR,Oxford,0,0,2.01,3.4,3.5,2.05,3.4,3.3,13,9,1,0,2.09,3.46,3.52,9,1
2025-10-03,Wrexham,Birmingham,1,1,3.1,3.1,2.4,2.65,3.3,2.57,12,8,4,3,3.08,3.22,2.51,5,5
2025-10-04,Blackburn,Stoke,1,1,2.5,3.25,2.7,2.35,3.3,2.85,17,11,5,6,2.67,3.19,2.77,7,6
2025-10-04,Hull,Sheffield United,1,0,2.57,3.2,2.57,2.57,3.2,2.65,5,13,2,4,2.64,3.48,2.61,4,9
2025-10-04,Sheffield Weds,Coventry,0,5,5.5,4.5,1.46,4.5,4.1,1.61,9,21,0,10,6.18,4.69,1.47,13,8
2025-10-04,Bristol City,QPR,1,2,1.71,3.5,4.5,1.76,3.5,4.5,11,8,1,2,1.81,3.71,4.36,4,1
2025-10-04,Derby,Southampton,1,1,3.5,3.3,2.05,3.5,3.25,2.1,9,13,5,6,3.45,3.34,2.17,3,5
2025-10-04,Millwall,West Brom,3,0,2.75,3.2,2.5,2.75,3.1,2.55,11,10,4,1,2.9,3.05,2.66,4,5
2025-10-04,Portsmouth,Middlesbrough,1,0,3.0,3.4,2.25,3.0,3.4,2.25,8,12,1,1,2.9,3.45,2.41,2,8
2025-10-04,Preston,Charlton,2,0,2.45,3.4,2.7,2.7,3.1,2.65,15,8,3,0,2.57,3.21,2.87,3,4
2025-10-04,Swansea,Leicester,1,3,2.35,3.5,2.7,2.45,3.4,2.57,13,17,7,7,2.52,3.35,2.83,2,5
2025-10-04,Watford,Oxford,2,1,1.96,3.25,3.9,1.81,3.3,4.33,27,15,10,5,1.99,3.46,3.84,9,3
2025-10-05,Ipswich,Norwich,3,1,1.53,3.9,5.75,1.51,4.1,5.25,19,12,9,4,1.58,4.15,5.52,8,8
2025-10-17,Middlesbrough,Ipswich,2,1,2.7,3.25,2.5,3.05,3.3,2.25,15,17,5,5,2.85,3.22,2.65,5,9
2025-10-18,Oxford,Derby,1,0,2.4,3.05,2.95,2.45,3.2,2.85,19,6,7,1,2.57,2.97,3.08,4,12
2025-10-18,QPR,Millwall,1,2,2.57,2.95,2.82,2.57,3.05,2.7,20,5,3,5,2.68,3.02,2.9,8,3
2025-10-18,Southampton,Swansea,0,0,1.91,3.5,3.8,1.96,3.4,3.7,21,6,8,1,1.93,3.61,3.87,5,3
2025-10-18,Birmingham,Hull,2,3,1.71,3.75,4.5,1.79,3.7,4.2,29,14,8,7,1.73,3.73,4.83,9,7
2025-10-18,Charlton,Sheffield Weds,2,1,1.62,3.6,5.25,1.62,3.8,5.0,12,12,5,4,1.63,3.84,5.55,2,4
2025-10-18,Coventry,Blackburn,2,0,1.53,4.0,5.75,1.45,4.33,6.5,14,17,5,3,1.53,4.16,6.19,2,7
2025-10-18,Norwich,Bristol City,0,1,2.5,3.4,2.57,2.5,3.3,2.65,11,21,4,6,2.53,3.62,2.64,3,9
2025-10-18,Sheffield United,Watford,1,0,1.91,3.3,3.9,1.96,3.25,3.9,18,13,6,1,1.99,3.46,3.84,7,3
2025-10-18,Stoke,Wrexham,1,0,1.91,3.5,3.75,2.1,3.5,3.3,12,5,3,3,1.94,3.62,3.82,6,4
2025-10-18,West Brom,Preston,2,1,1.76,3.5,4.5,1.68,3.5,5.0,16,17,6,5,1.78,3.6,4.64,8,4
2025-10-18,Leicester,Portsmouth,1,1,1.62,3.75,5.0,1.45,4.2,6.5,19,8,6,3,1.72,3.75,4.83,14,4
2025-10-21,Blackburn,Sheffield United,1,3,2.3,3.3,2.95,2.55,3.2,2.7,12,11,3,5,2.42,3.28,3.11,5,5
2025-10-21,Derby,Norwich,1,0,2.5,3.05,2.82,2.25,3.25,3.05,8,17,3,3,2.54,3.22,2.99,5,13
2025-10-21,Hull,Leicester,2,1,3.25,3.5,2.1,3.6,3.5,1.96,9,18,6,4,3.39,3.53,2.17,1,7
2025-10-21,Ipswich,Charlton,0,3,1.56,3.7,5.75,1.53,3.9,5.75,31,15,5,8,1.66,3.75,5.73,16,3
2025-10-21,Millwall,Stoke,2,0,2.3,3.2,2.95,2.35,3.2,2.95,15,10,7,3,2.31,3.27,3.33,3,2
2025-10-21,Portsmouth,Coventry,1,2,4.0,3.6,1.79,3.7,3.6,1.91,15,19,5,7,4.02,3.79,1.89,6,5
2025-10-21,Preston,Birmingham,0,1,2.82,3.05,2.45,2.85,2.95,2.5,17,9,6,2,2.96,3.21,2.56,9,3
2025-10-21,Bristol City,Southampton,3,1,2.4,3.3,2.75,2.4,3.3,2.75,13,14,4,7,2.56,3.49,2.77,2,3
2025-10-22,Swansea,QPR,0,1,2.05,3.25,3.4,2.01,3.6,3.4,11,15,2,4,2.15,3.49,3.35,6,3
2025-10-22,Watford,West Brom,2,1,2.65,3.25,2.55,2.57,3.2,2.65,19,9,5,4,2.77,3.27,2.61,4,5
2025-10-22,Wrexham,Oxford,1,0,1.91,3.4,3.75,1.96,3.3,3.6,11,6,6,2,1.97,3.51,3.85,6,3
2025-10-22,Sheffield Weds,Middlesbrough,0,1,4.75,3.75,1.66,4.33,4.0,1.68,11,19,3,7,4.79,3.76,1.72,6,5
2025-10-24,Preston,Sheffield United,3,2,2.5,3.05,2.85,2.5,3.05,2.85,15,12,3,3,2.8,3.16,2.66,2,4
2025-10-25,Coventry,Watford,3,1,1.45,4.75,6.0,1.53,4.33,5.0,12,13,3,8,1.45,4.64,6.48,5,7
2025-10-25,Ipswich,West Brom,1,0,1.71,3.6,4.5,1.91,3.3,4.2,15,10,4,1,1.72,3.77,4.8,4,5
2025-10-25,Portsmouth,Stoke,0,1,2.75,3.05,2.57,2.82,3.05,2.55,14,11,3,2,2.74,3.09,2.78,6,2
2025-10-25,Blackburn,Southampton,2,1,2.95,3.25,2.3,2.95,3.2,2.32,18,12,6,5,3.02,3.32,2.39,6,5
2025-10-25,Bristol City,Birmingham,1,0,2.15,3.3,3.3,2.15,3.25,3.3,5,13,1,1,2.31,3.29,3.2,0,6
2025-10-25,Derby,QPR,1,0,2.55,3.25,2.65,2.65,3.3,2.5,12,6,4,1,2.44,3.34,2.95,5,2
2025-10-25,Hull,Charlton,1,1,2.4,3.3,2.75,2.35,3.3,2.85,15,11,4,5,2.44,3.25,3.01,6,2
2025-10-25,Middlesbrough,Wrexham,1,1,1.68,3.6,4.75,1.71,3.5,4.5,14,6,4,2,1.83,3.65,4.34,4,4
2025-10-25,Millwall,Leicester,1,0,2.55,3.2,2.65,3.2,3.25,2.2,9,12,4,3,2.75,3.32,2.6,5,9
2025-10-25,Sheffield Weds,Oxford,1,2,2.7,3.25,2.5,3.2,3.3,2.2,17,11,5,4,2.67,3.34,2.66,8,3
2025-10-25,Swansea,Norwich,2,1,2.2,3.25,3.2,2.15,3.3,3.25,9,7,3,3,2.2,3.62,3.13,2,3
2025-10-31,Wrexham,Coventry,3,2,3.9,3.4,1.91,3.05,3.6,2.1,13,18,7,5,,,,3,6
2025-11-01,Leicester,Blackburn,0,2,1.76,3.9,4.0,1.71,3.7,4.5,12,9,1,5,,,,7,4
2025-11-01,Norwich,Hull,0,2,2.05,3.8,3.05,1.96,3.8,3.4,15,9,3,4,,,,6,4
2025-11-01,West Brom,Sheffield Weds,0,0,1.46,4.33,6.0,1.46,4.33,5.75,13,5,6,2,,,,8,3
2025-11-01,Birmingham,Portsmouth,4,0,1.76,3.6,4.5,1.57,4.0,5.5,19,5,7,0,,,,9,5
2025-11-01,Charlton,Swansea,1,1,2.01,3.5,3.5,2.1,3.3,3.5,11,11,4,2,,,,4,7
2025-11-01,Oxford,Millwall,2,2,2.7,3.3,2.45,2.57,3.3,2.57,14,11,6,4,,,,5,8
2025-11-01,QPR,Ipswich,1,4,3.5,3.5,2.01,3.4,3.5,2.05,12,12,5,7,,,,3,2
2025-11-01,Sheffield United,Derby,1,3,1.76,3.5,4.33,1.79,3.5,4.33,15,12,5,4,,,,9,4
2025-11-01,Southampton,Preston,0,2,1.68,3.9,4.33,1.62,4.0,4.5,10,12,2,3,,,,8,2
2025-11-01,Stoke,Bristol City,5,1,2.32,3.3,2.85,2.3,3.3,2.85,13,16,8,5,,,,4,10
2025-11-01,Watford,Middlesbrough,3,0,2.65,3.4,2.45,2.57,3.3,2.57,9,14,4,4,,,,1,7
2025-11-04,Birmingham,Millwall,4,0,1.81,3.4,4.2,1.68,3.5,4.75,12,4,6,2,,,,2,3
2025-11-04,Bristol City,Blackburn,0,1,2.1,3.25,3.5,2.2,3.2,3.25,12,16,0,5,,,,6,3
2025-11-04,Charlton,West Brom,1,0,2.5,2.95,2.85,2.55,2.95,2.85,11,13,3,1,,,,4,3
2025-11-04,Derby,Hull,2,1,2.15,3.25,3.3,2.05,3.3,3.4,9,8,3,2,,,,6,5
2025-11-04,Ipswich,Watford,1,1,1.66,3.6,5.0,1.61,3.7,5.25,16,4,4,2,,,,2,5
2025-11-04,Leicester,Middlesbrough,1,1,2.15,3.4,3.2,2.05,3.3,3.4,6,17,2,4,,,,3,6
2025-11-04,Oxford,Stoke,0,3,3.3,3.05,2.3,3.05,3.25,2.3,16,14,1,6,,,,10,7
2025-11-04,Coventry,Sheffield United,3,1,1.57,4.0,5.25,1.62,3.8,4.75,17,11,8,4,,,,6,13
2025-11-05,Preston,Swansea,2,1,2.2,3.05,3.4,2.2,2.95,3.5,4,18,3,5,,,,2,8
2025-11-05,QPR,Southampton,1,2,2.75,3.25,2.45,2.65,3.25,2.55,20,9,5,2,,,,12,1
2025-11-05,Sheffield Weds,Norwich,1,1,3.3,3.5,2.05,2.82,3.5,2.3,15,13,6,3,,,,9,4
2025-11-05,Portsmouth,Wrexham,0,0,2.5,3.05,2.82,2.65,3.05,2.65,19,8,7,3,,,,10,3
2025-11-07,Watford,Bristol City,1,1,2.01,3.4,3.6,1.96,3.6,3.5,16,10,10,4,,,,6,4
2025-11-08,Blackburn,Derby,1,2,1.91,3.3,3.9,2.01,3.5,3.5,8,6,3,4,,,,13,3
2025-11-08,Hull,Portsmouth,3,2,2.05,3.5,3.25,1.86,3.5,3.8,13,13,4,5,,,,5,5
2025-11-08,Millwall,Preston,1,1,2.15,3.25,3.25,2.15,3.2,3.3,14,8,4,6,,,,10,6
2025-11-08,Middlesbrough,Birmingham,2,1,2.55,3.25,2.65,2.3,3.4,2.85,8,13,4,5,,,,3,5
2025-11-08,Norwich,Leicester,1,2,2.95,3.4,2.2,2.85,3.4,2.3,8,14,3,7,,,,6,3
2025-11-08,Sheffield United,QPR,0,0,1.96,3.6,3.5,2.05,3.5,3.3,20,13,3,4,,,,14,5
2025-11-08,Southampton,Sheffield Weds,3,1,1.39,4.75,6.5,1.41,4.75,6.0,12,11,7,3,,,,4,5
2025-11-08,Stoke,Coventry,0,1,2.82,3.6,2.25,2.85,3.6,2.2,10,17,2,3,,,,3,6
2025-11-08,Swansea,Ipswich,1,4,3.5,3.5,2.01,3.5,3.3,2.05,9,11,4,4,,,,4,5
2025-11-08,West Brom,Oxford,2,1,1.71,3.4,5.0,1.68,3.4,5.25,26,9,6,4,,,,11,5
2025-11-08,Wrexham,Charlton,1,0,2.15,3.4,3.2,2.1,3.2,3.5,18,11,6,4,,,,8,2
2025-11-21,Preston,Blackburn,1,2,2.45,3.05,2.85,2.35,3.2,2.95,15,12,4,6,,,,3,7
2025-11-22,Bristol City,Swansea,3,0,2.1,3.25,3.4,1.86,3.5,3.9,15,17,8,5,,,,5,6
2025-11-22,Charlton,Southampton,1,5,2.65,3.05,2.65,2.7,3.25,2.5,12,23,2,8,,,,3,4
2025-11-22,Coventry,West Brom,3,2,1.71,3.5,4.75,1.86,3.4,4.1,24,7,11,5,,,,8,1
2025-11-22,Birmingham,Norwich,4,1,1.62,3.7,5.0,1.62,3.7,5.0,16,15,6,7,,,,3,8
2025-11-22,Derby,Watford,2,3,2.45,3.2,2.82,2.35,3.2,2.95,9,14,2,4,,,,9,3
2025-11-22,Ipswich,Wrexham,0,0,1.51,3.8,6.0,1.41,4.2,7.5,19,2,8,0,,,,5,2
2025-11-22,Leicester,Stoke,2,1,1.96,3.4,3.7,1.96,3.3,4.0,6,11,2,5,,,,0,10
2025-11-22,Oxford,Middlesbrough,1,1,3.7,3.3,1.96,3.5,3.3,2.01,9,19,2,3,,,,1,8
2025-11-22,Portsmouth,Millwall,3,1,2.57,3.05,2.7,2.2,3.25,3.25,15,7,7,2,,,,3,4
2025-11-22,QPR,Hull,3,2,2.05,3.25,3.6,1.86,3.4,4.0,26,8,8,4,,,,9,5
2025-11-23,Sheffield Weds,Sheffield United,0,3,3.8,3.4,1.91,3.7,3.5,1.86,5,11,0,7,3.96,3.43,1.97,4,7
2025-11-25,Hull,Ipswich,0,2,4.5,3.6,1.71,4.75,3.7,1.68,11,16,2,6,4.4,3.83,1.83,3,6
2025-11-25,Middlesbrough,Coventry,2,4,2.57,3.4,2.55,2.55,3.2,2.35,11,20,2,8,2.73,3.45,2.66,8,3
2025-11-25,Norwich,Oxford,1,1,1.81,3.6,4.1,1.76,3.6,4.5,15,12,6,4,1.89,3.76,4.15,8,4
2025-11-25,Stoke,Charlton,3,0,1.68,3.7,4.75,1.86,3.5,4.2,15,4,4,2,1.77,3.82,4.79,5,0
2025-11-25,Swansea,Derby,1,2,2.1,3.05,3.6,2.15,2.95,3.6,9,13,4,5,2.19,3.24,3.73,4,2
2025-11-25,Watford,Preston,1,1,1.81,3.6,4.2,1.76,3.6,4.75,24,9,5,3,1.88,3.58,4.45,6,2
2025-11-25,Southampton,Leicester,3,0,1.96,3.6,3.7,1.81,3.6,4.0,18,7,8,2,2.02,3.63,3.78,11,3
2025-11-26,Blackburn,QPR,0,1,2.15,3.4,3.25,2.2,3.4,3.2,9,10,1,3,2.18,3.46,3.29,6,4
2025-11-26,Millwall,Sheffield Weds,1,0,1.62,3.7,5.25,1.57,3.75,5.75,24,11,8,3,1.67,3.84,5.11,9,5
2025-11-26,Sheffield United,Portsmouth,3,0,1.76,3.6,4.5,1.62,3.8,5.0,15,4,5,2,1.79,3.61,4.56,7,2
2025-11-26,Wrexham,Bristol City,2,0,2.45,3.3,2.75,2.45,3.2,2.75,12,13,4,3,2.61,3.25,2.79,2,4
2025-11-26,West Brom,Birmingham,1,1,2.65,3.05,2.65,2.85,3.05,2.45,13,14,4,4,2.71,3.14,2.77,3,3
