Date,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365CH,B365CD,B365CA,HS,AS,HST,AST,PSH,PSD,PSA,HC,AC
2020-09-26,Cardiff,Reading,1,2,2.1,3.4,3.5,2.3,3.2,3.25,12,6,5,5,2.17,3.38,3.67,6,3
2020-09-26,Derby,Blackburn,0,4,2.75,3.25,2.62,3.0,3.3,2.4,15,23,5,10,2.87,3.31,2.66,9,4
2020-09-26,Millwall,Brentford,1,1,3.5,3.3,2.15,4.1,3.5,1.9,9,8,3,1,3.9,3.37,2.1,3,5
2020-09-26,Preston,Stoke,0,1,2.45,3.2,3.0,2.45,3.2,3.0,14,15,4,4,2.49,3.15,3.24,7,7
2020-09-26,QPR,Middlesbrough,1,1,2.62,3.25,2.75,2.87,3.1,2.6,14,7,7,2,2.77,3.28,2.77,7,5
2020-09-27,Bristol City,Sheffield Weds,2,0,2.55,3.25,2.87,2.75,3.2,2.62,16,7,3,2,2.79,3.29,2.74,6,2
2020-09-27,Bournemouth,Norwich,1,0,2.4,3.4,2.9,2.37,3.4,3.0,13,14,5,5,2.59,3.4,2.89,3,8
2020-10-02,Coventry,Bournemouth,1,3,3.7,3.3,2.1,3.2,3.3,2.3,5,19,2,10,3.7,3.44,2.14,1,6
2020-10-03,Norwich,Derby,0,1,1.65,4.0,5.0,1.65,4.0,5.0,13,9,5,3,1.71,4.01,5.09,7,2
2020-10-03,Blackburn,Cardiff,0,0,2.2,3.25,3.5,2.15,3.3,3.5,16,16,6,5,2.22,3.39,3.54,5,6
2020-10-03,Luton,Wycombe,2,0,1.72,3.6,5.0,1.83,3.4,4.5,16,5,7,1,1.78,3.74,4.96,7,4
2020-10-03,Middlesbrough,Barnsley,2,1,2.2,3.4,3.3,2.3,3.4,3.1,13,13,6,1,2.33,3.37,3.32,4,3
2020-10-03,Nott'm Forest,Bristol City,1,2,2.62,3.3,2.7,2.62,3.3,2.7,21,7,6,5,2.73,3.28,2.81,11,5
2020-10-03,Reading,Watford,1,0,3.4,3.2,2.25,3.6,3.2,2.15,9,11,4,2,3.4,3.22,2.36,1,6
2020-10-03,Rotherham,Huddersfield,1,1,2.37,3.1,3.25,2.3,3.25,3.25,5,11,2,1,2.43,3.14,3.36,2,6
2020-10-03,Sheffield Weds,QPR,1,1,2.0,3.5,3.8,1.95,3.3,4.0,11,9,2,2,2.12,3.26,4.0,5,7
2020-10-03,Swansea,Millwall,2,1,2.37,3.1,3.25,2.35,3.1,3.25,14,12,4,5,2.41,3.18,3.35,5,7
2020-10-04,Brentford,Preston,2,4,1.7,3.8,5.0,1.7,3.8,5.0,13,12,4,7,1.71,3.94,5.14,4,4
2020-10-04,Stoke,Birmingham,1,1,2.25,3.1,3.5,2.25,3.1,3.5,11,4,1,1,2.3,3.17,3.59,5,4
2020-10-16,Derby,Watford,0,1,3.4,3.25,2.2,3.6,3.1,2.2,9,8,1,1,3.85,3.26,2.17,3,3
2020-10-17,Barnsley,Bristol City,2,2,2.8,3.4,2.5,2.5,3.25,2.87,17,13,5,9,2.82,3.28,2.71,4,6
2020-10-17,Birmingham,Sheffield Weds,0,1,2.62,3.1,2.87,2.62,3.1,2.87,10,14,2,3,2.77,3.17,2.85,5,4
2020-10-17,Blackburn,Nott'm Forest,0,1,1.95,3.4,4.0,2.05,3.4,3.6,6,16,2,4,1.96,3.71,4.01,5,3
2020-10-17,Bournemouth,QPR,0,0,1.7,3.8,5.0,1.6,4.0,5.5,8,6,0,2,1.77,3.78,4.97,3,6
2020-10-17,Brentford,Coventry,2,0,1.6,4.0,5.75,1.44,4.75,6.5,17,10,6,5,1.58,4.17,6.21,8,6
2020-10-17,Luton,Stoke,0,2,3.1,3.2,2.4,3.8,3.25,2.05,18,8,7,3,3.3,3.33,2.36,16,3
2020-10-17,Middlesbrough,Reading,0,0,2.15,3.3,3.5,2.5,3.1,3.0,8,10,0,1,2.22,3.21,3.75,3,2
2020-10-17,Rotherham,Norwich,1,2,3.6,3.5,2.05,4.0,3.6,1.9,14,21,3,7,3.87,3.6,2.03,7,6
2020-10-17,Swansea,Huddersfield,1,2,1.95,3.5,4.0,1.95,3.5,4.0,17,10,6,3,1.99,3.39,4.3,15,2
2020-10-17,Wycombe,Millwall,1,2,5.0,3.5,1.75,5.25,3.6,1.7,9,18,3,6,5.35,3.6,1.77,1,2
2020-10-18,Preston,Cardiff,0,1,2.25,3.3,3.3,2.25,3.3,3.3,7,10,4,3,2.27,3.36,3.45,9,3
2020-10-20,Bristol City,Middlesbrough,0,1,2.3,3.25,3.25,2.37,3.25,3.1,7,9,0,1,2.43,3.3,3.19,1,4
2020-10-20,Coventry,Swansea,1,1,3.3,3.4,2.2,3.5,3.4,2.1,9,6,3,3,3.62,3.46,2.16,3,2
2020-10-20,Huddersfield,Derby,1,0,2.4,3.2,3.1,2.4,3.2,3.1,18,12,3,2,2.47,3.12,3.32,6,5
2020-10-20,Millwall,Luton,2,0,2.05,3.25,3.9,1.9,3.3,4.33,21,10,6,1,2.1,3.3,4.0,8,3
2020-10-20,Norwich,Birmingham,1,0,1.66,3.75,5.5,1.72,3.6,5.25,23,6,4,2,1.73,3.71,5.45,6,3
2020-10-20,Nott'm Forest,Rotherham,1,1,1.83,3.5,4.5,1.75,3.6,4.75,20,7,4,2,1.88,3.64,4.5,3,3
2020-10-20,Reading,Wycombe,1,0,1.45,4.4,7.5,1.45,4.4,7.5,4,10,1,3,1.49,4.48,7.37,2,1
2020-10-21,Cardiff,Bournemouth,1,1,3.2,3.25,2.3,3.2,3.25,2.3,13,17,3,6,3.25,3.26,2.42,6,6
2020-10-21,QPR,Preston,0,2,2.5,3.3,2.87,2.87,3.1,2.62,6,8,0,3,2.72,3.27,2.83,2,2
2020-10-21,Sheffield Weds,Brentford,1,2,3.4,3.4,2.15,3.4,3.3,2.2,6,14,3,5,3.65,3.43,2.16,3,4
2020-10-21,Stoke,Barnsley,2,2,2.0,3.3,4.0,1.8,3.6,4.5,8,13,3,7,2.02,3.37,4.2,3,5
2020-10-21,Watford,Blackburn,3,1,2.1,3.4,3.6,2.05,3.4,3.6,10,19,4,7,2.13,3.44,3.72,1,8
2020-10-23,Nott'm Forest,Derby,1,1,1.9,3.3,4.33,1.95,3.3,4.2,12,12,5,4,2.04,3.36,4.15,8,5
2020-10-24,Watford,Bournemouth,1,1,2.25,3.25,3.3,2.75,3.0,2.8,9,14,5,5,2.41,3.26,3.26,3,10
2020-10-24,Bristol City,Swansea,1,1,2.6,3.3,2.75,2.62,3.1,2.8,9,10,4,2,2.76,3.33,2.75,6,4
2020-10-24,Cardiff,Middlesbrough,1,1,2.37,3.2,3.1,2.3,3.2,3.3,17,10,3,1,2.42,3.3,3.21,4,8
2020-10-24,Coventry,Blackburn,0,4,3.2,3.4,2.25,3.4,3.4,2.15,3,24,1,9,3.33,3.41,2.3,0,5
2020-10-24,Huddersfield,Preston,1,2,2.8,3.2,2.6,2.9,3.2,2.5,14,17,4,7,2.95,3.28,2.61,8,6
2020-10-24,Millwall,Barnsley,1,1,1.95,3.4,4.0,1.9,3.4,4.2,12,6,3,2,2.07,3.38,4.01,7,6
2020-10-24,Norwich,Wycombe,2,1,1.25,6.0,12.0,1.22,6.5,12.0,25,8,6,2,1.28,5.88,11.88,10,6
2020-10-24,QPR,Birmingham,0,0,2.37,3.4,3.0,2.3,3.2,3.25,15,10,1,3,2.46,3.27,3.17,3,3
2020-10-24,Reading,Rotherham,3,0,2.0,3.4,3.75,1.85,3.4,4.5,7,10,6,2,2.04,3.34,4.19,4,5
2020-10-24,Sheffield Weds,Luton,0,1,1.85,3.6,4.33,1.9,3.5,4.0,14,7,3,2,1.93,3.5,4.41,4,2
2020-10-24,Stoke,Brentford,3,2,3.0,3.5,2.3,3.25,3.4,2.2,7,9,4,3,3.28,3.39,2.34,2,3
2020-10-27,Barnsley,QPR,3,0,2.37,3.2,3.2,2.2,3.4,3.3,15,10,11,2,2.4,3.3,3.25,1,5
2020-10-27,Blackburn,Reading,2,4,2.0,3.4,3.9,1.95,3.5,3.9,13,5,6,4,2.04,3.49,3.96,3,3
2020-10-27,Brentford,Norwich,1,1,2.25,3.4,3.2,2.1,3.6,3.4,13,14,5,3,2.37,3.43,3.18,3,3
2020-10-27,Middlesbrough,Coventry,2,0,1.9,3.3,4.33,2.0,3.3,4.0,17,3,5,1,1.92,3.42,4.61,1,2
2020-10-27,Swansea,Stoke,2,0,2.5,3.1,3.0,2.5,3.1,3.0,18,3,6,0,2.58,3.16,3.09,10,2
2020-10-27,Wycombe,Watford,1,1,7.5,4.0,1.5,7.5,4.0,1.5,14,13,6,4,8.27,3.94,1.52,5,7
2020-10-28,Preston,Millwall,0,2,2.3,3.1,3.4,2.4,3.2,3.1,5,13,1,4,2.43,3.08,3.44,2,7
2020-10-28,Birmingham,Huddersfield,2,1,2.45,3.1,3.1,2.45,3.1,3.1,14,12,4,2,2.5,3.09,3.29,2,4
2020-10-28,Bournemouth,Bristol City,1,0,1.8,3.6,4.5,1.75,3.6,4.75,12,8,3,3,1.87,3.73,4.42,5,4
2020-10-28,Derby,Cardiff,1,1,3.0,3.1,2.55,3.0,3.1,2.5,15,8,5,2,3.06,3.13,2.63,5,3
2020-10-28,Luton,Nott'm Forest,1,1,3.0,3.1,2.5,3.6,3.3,2.1,6,7,2,1,3.11,3.11,2.61,5,2
2020-10-28,Rotherham,Sheffield Weds,3,0,3.2,3.25,2.3,3.4,3.25,2.2,15,7,8,2,3.18,3.23,2.48,8,0
2020-10-30,Coventry,Reading,3,2,3.25,3.25,2.3,2.9,3.1,2.6,14,14,4,7,3.3,3.24,2.41,4,5
2020-10-31,Bristol City,Norwich,1,3,3.5,3.4,2.1,2.9,3.5,2.37,15,19,6,8,3.64,3.47,2.15,5,4
2020-10-31,Barnsley,Watford,1,0,3.3,3.25,2.25,3.2,3.2,2.4,7,7,2,0,3.47,3.24,2.32,2,3
2020-10-31,Bournemouth,Derby,1,1,1.65,3.75,5.75,1.61,3.75,6.0,10,10,5,4,1.66,3.75,6.19,4,1
2020-10-31,Luton,Brentford,0,3,4.7,3.7,1.75,4.5,3.6,1.8,4,12,1,5,5.03,3.66,1.79,5,4
2020-10-31,Middlesbrough,Nott'm Forest,1,0,2.4,3.1,3.2,2.75,2.9,2.87,12,5,3,1,2.48,3.07,3.35,8,2
2020-10-31,Millwall,Huddersfield,0,3,2.0,3.2,4.2,1.8,3.3,5.0,10,12,4,7,2.02,3.28,4.38,10,2
2020-10-31,Preston,Birmingham,1,2,2.1,3.2,3.8,2.05,3.1,4.2,11,19,6,6,2.18,3.23,3.83,4,4
2020-10-31,QPR,Cardiff,3,2,3.0,3.2,2.45,3.1,3.2,2.4,12,16,6,5,3.14,3.16,2.54,8,4
2020-10-31,Stoke,Rotherham,1,0,1.75,3.75,4.6,1.72,3.7,4.75,8,7,3,0,1.88,3.48,4.78,7,2
2020-10-31,Swansea,Blackburn,2,0,2.3,3.4,3.1,2.4,3.4,2.9,11,11,3,4,2.43,3.46,3.05,9,5
2020-10-31,Wycombe,Sheffield Weds,1,0,4.0,3.4,1.95,3.8,3.5,2.0,11,15,3,3,4.13,3.44,2.02,7,9
2020-11-03,Brentford,Swansea,1,1,1.95,3.5,4.0,1.8,3.6,4.5,7,13,1,5,1.94,3.5,4.38,2,9
2020-11-03,Huddersfield,Bristol City,1,2,2.62,3.2,2.8,2.62,3.2,2.8,7,10,2,3,2.68,3.11,3.0,3,4
2020-11-03,Norwich,Millwall,0,0,1.9,3.6,4.0,1.95,3.5,3.8,27,6,7,0,1.93,3.66,4.24,8,2
2020-11-03,Sheffield Weds,Bournemouth,1,0,4.2,3.3,2.0,4.2,3.3,1.9,10,15,2,5,4.13,3.44,2.02,4,7
2020-11-03,Blackburn,Middlesbrough,0,0,2.37,3.25,3.1,2.4,3.25,3.0,6,20,1,3,2.38,3.42,3.18,3,12
2020-11-03,Cardiff,Barnsley,3,0,2.15,3.4,3.4,2.05,3.4,3.75,15,4,9,3,2.17,3.36,3.71,2,3
2020-11-04,Reading,Preston,0,3,2.5,3.25,2.9,2.4,3.2,3.1,17,10,5,5,2.62,3.19,3.01,4,1
2020-11-04,Watford,Stoke,3,2,2.15,3.1,3.75,2.3,3.0,3.5,12,5,3,3,2.26,3.11,3.78,4,1
2020-11-04,Birmingham,Wycombe,1,2,1.7,3.75,5.5,1.65,3.75,5.5,17,13,4,3,1.72,3.72,5.54,7,5
2020-11-04,Derby,QPR,0,1,2.3,3.25,3.2,2.05,3.4,3.75,7,14,4,3,2.33,3.38,3.29,5,6
2020-11-04,Nott'm Forest,Coventry,2,1,1.75,3.75,4.6,2.05,3.25,3.8,15,15,4,7,1.91,3.46,4.62,5,4
2020-11-04,Rotherham,Luton,0,1,2.37,3.25,3.2,2.37,3.2,3.2,16,10,5,5,2.49,3.17,3.21,5,7
2020-11-06,Cardiff,Bristol City,0,1,2.2,3.3,3.4,2.15,3.25,3.5,17,4,5,1,2.22,3.34,3.58,11,2
2020-11-07,Reading,Stoke,0,3,2.8,3.1,2.6,3.1,3.0,2.5,15,10,5,3,2.88,3.18,2.73,8,1
2020-11-07,Birmingham,Bournemouth,1,3,3.8,3.4,2.05,4.2,3.6,1.85,15,21,3,7,3.91,3.33,2.12,5,10
2020-11-07,Blackburn,QPR,3,1,1.9,3.6,4.0,2.0,3.6,3.6,17,11,9,4,1.98,3.57,4.09,12,7
2020-11-07,Brentford,Middlesbrough,0,0,1.8,3.6,4.5,1.85,3.3,4.75,8,7,1,1,1.89,3.5,4.65,1,4
2020-11-07,Derby,Barnsley,0,2,2.5,3.2,3.0,2.4,3.3,3.0,9,17,3,5,2.57,3.3,2.99,4,3
2020-11-07,Huddersfield,Luton,1,1,2.25,3.2,3.4,2.1,3.4,3.5,13,7,2,2,2.36,3.24,3.39,4,2
2020-11-07,Norwich,Swansea,1,0,2.05,3.4,3.75,2.0,3.5,3.75,21,19,5,5,2.18,3.28,3.79,4,11
2020-11-07,Nott'm Forest,Wycombe,2,0,1.66,3.6,5.75,1.66,3.6,5.75,13,12,5,5,1.72,3.6,5.85,6,8
2020-11-07,Rotherham,Preston,2,1,3.2,3.3,2.3,3.75,3.3,2.05,11,8,4,3,3.38,3.27,2.35,3,2
2020-11-07,Sheffield Weds,Millwall,0,0,2.7,3.25,2.7,2.87,3.25,2.5,15,11,7,0,2.82,3.24,2.75,5,4
2020-11-07,Watford,Coventry,3,2,1.66,3.75,5.75,1.72,3.6,5.0,12,13,5,3,1.69,3.65,6.05,7,1
2020-11-20,Coventry,Birmingham,0,0,2.9,3.2,2.55,2.9,3.2,2.5,6,7,1,2,3.01,3.23,2.59,1,2
2020-11-21,Bournemouth,Reading,4,2,1.7,3.8,5.0,1.75,3.7,4.75,10,9,6,5,1.73,3.86,5.17,10,2
2020-11-21,Barnsley,Nott'm Forest,2,0,2.55,3.25,2.87,2.55,3.25,2.87,13,10,2,3,2.65,3.26,2.92,4,8
2020-11-21,Bristol City,Derby,1,0,2.15,3.4,3.4,2.3,3.4,3.2,11,13,3,2,2.32,3.38,3.32,1,6
2020-11-21,Luton,Blackburn,1,1,3.4,3.5,2.1,3.6,3.5,2.05,13,15,5,6,3.54,3.58,2.14,4,6
2020-11-21,Middlesbrough,Norwich,0,1,2.87,3.25,2.55,2.87,3.1,2.62,8,12,4,2,2.9,3.27,2.65,5,5
2020-11-21,Millwall,Cardiff,1,1,2.5,3.1,3.0,2.62,2.9,3.0,7,14,2,6,2.61,3.12,3.09,0,5
2020-11-21,Preston,Sheffield Weds,1,0,2.35,3.2,3.2,2.5,3.2,3.0,9,5,1,0,2.45,3.21,3.24,6,6
2020-11-21,QPR,Watford,1,1,3.6,3.3,2.1,4.0,3.6,1.85,14,10,3,3,3.69,3.34,2.18,7,7
2020-11-21,Stoke,Huddersfield,4,3,2.0,3.3,4.0,1.9,3.3,4.5,14,10,7,4,2.07,3.33,4.08,4,2
2020-11-21,Swansea,Rotherham,1,0,1.7,3.7,5.25,1.75,3.6,5.0,11,8,4,3,1.73,3.77,5.35,8,7
2020-11-21,Wycombe,Brentford,0,0,7.0,4.2,1.5,6.5,4.2,1.5,11,12,2,4,7.35,4.25,1.52,3,5
2020-11-24,Luton,Birmingham,1,1,2.75,3.1,2.75,2.55,3.0,3.0,16,11,7,3,2.81,3.11,2.86,8,4
2020-11-24,QPR,Rotherham,3,2,2.05,3.5,3.6,2.15,3.4,3.4,14,13,5,5,2.12,3.55,3.64,5,4
2020-11-24,Stoke,Norwich,2,3,2.9,3.3,2.45,3.0,3.3,2.4,24,5,5,3,3.2,3.27,2.45,9,5
2020-11-24,Wycombe,Huddersfield,0,0,3.3,3.4,2.2,3.1,3.4,2.25,9,9,1,3,3.34,3.47,2.27,6,4
2020-11-24,Barnsley,Brentford,0,1,3.5,3.4,2.1,3.3,3.3,2.25,3,13,1,6,3.63,3.38,2.19,2,12
2020-11-24,Preston,Blackburn,0,3,2.55,3.4,2.75,2.75,3.3,2.6,4,17,0,4,2.74,3.3,2.79,0,4
2020-11-24,Bournemouth,Nott'm Forest,2,0,1.66,3.8,5.25,1.66,3.9,5.0,12,11,4,3,1.66,3.98,5.59,5,7
2020-11-25,Middlesbrough,Derby,3,0,1.9,3.25,4.5,1.9,3.3,4.33,10,10,5,2,1.96,3.31,4.61,4,5
2020-11-25,Millwall,Reading,1,1,2.2,3.25,3.4,2.37,3.0,3.4,13,7,8,3,2.34,3.28,3.39,5,0
2020-11-25,Bristol City,Watford,0,0,3.6,3.25,2.15,3.1,3.2,2.37,9,7,2,1,3.6,3.28,2.24,5,8
2020-11-25,Coventry,Cardiff,1,0,3.5,3.4,2.1,3.25,3.25,2.25,11,8,5,3,3.54,3.52,2.17,3,5
2020-11-25,Swansea,Sheffield Weds,1,1,1.9,3.4,4.2,2.1,3.2,3.75,10,4,4,2,1.99,3.43,4.28,6,3
2020-11-27,Brentford,QPR,2,1,1.65,3.9,5.5,1.61,3.9,5.5,14,10,6,2,1.66,3.89,5.88,2,9
2020-11-28,Reading,Bristol City,3,1,2.5,3.25,2.9,2.25,3.25,3.3,21,4,10,2,2.48,3.26,3.15,5,1
2020-11-28,Birmingham,Millwall,0,0,2.87,3.1,2.6,2.8,3.0,2.75,8,9,2,1,3.0,3.05,2.74,3,6
2020-11-28,Blackburn,Barnsley,2,1,1.9,3.5,4.2,1.8,3.75,4.33,7,23,6,5,1.9,3.64,4.38,3,11
2020-11-28,Cardiff,Luton,4,0,1.83,3.4,4.75,1.9,3.25,4.33,20,5,6,0,1.93,3.43,4.6,11,0
2020-11-28,Derby,Wycombe,1,1,1.8,3.5,4.5,1.75,3.6,4.75,11,8,5,2,1.88,3.54,4.63,5,3
2020-11-28,Huddersfield,Middlesbrough,3,2,3.2,3.2,2.3,3.4,3.2,2.3,13,10,5,3,3.35,3.24,2.38,5,9
2020-11-28,Norwich,Coventry,1,1,1.55,4.2,6.0,1.85,3.5,4.33,9,13,6,4,1.69,3.97,5.34,1,8
2020-11-28,Rotherham,Bournemouth,2,2,4.75,3.5,1.8,5.25,3.8,1.61,13,11,5,5,5.0,3.75,1.78,7,4
2020-11-28,Sheffield Weds,Stoke,0,0,2.7,3.1,2.8,2.7,3.1,2.8,5,8,0,2,2.77,3.09,2.92,1,5
2020-11-28,Watford,Preston,4,1,1.9,3.4,4.33,1.9,3.2,4.75,26,9,11,4,1.93,3.34,4.72,9,3
2020-11-29,Nott'm Forest,Swansea,0,1,2.8,3.25,2.6,2.9,3.1,2.55,13,13,1,3,3.0,3.19,2.62,6,8
2020-12-01,Cardiff,Huddersfield,3,0,1.9,3.5,4.2,1.75,3.6,4.75,10,10,4,4,1.93,3.56,4.38,4,2
2020-12-01,Birmingham,Barnsley,1,2,2.6,3.2,2.87,2.75,3.0,2.75,5,12,1,3,2.59,3.16,3.07,1,1
2020-12-01,Bournemouth,Preston,2,3,1.61,3.8,5.75,1.66,3.8,5.5,15,8,4,5,1.66,3.87,5.84,1,4
2020-12-01,Derby,Coventry,1,1,2.25,3.3,3.25,2.4,3.25,3.0,12,9,3,3,2.33,3.29,3.4,2,2
2020-12-01,QPR,Bristol City,1,2,2.3,3.3,3.2,2.2,3.4,3.4,19,12,4,3,2.34,3.38,3.29,9,2
2020-12-01,Rotherham,Brentford,0,2,4.75,3.8,1.72,5.5,4.0,1.61,8,9,2,4,4.8,3.8,1.79,6,3
2020-12-02,Middlesbrough,Swansea,2,1,2.6,3.1,2.9,2.37,3.0,3.3,13,10,5,3,2.6,3.2,3.02,6,8
2020-12-02,Blackburn,Millwall,2,1,2.0,3.5,3.8,2.0,3.4,3.8,20,17,4,5,2.06,3.6,3.78,2,8
2020-12-02,Luton,Norwich,3,1,3.25,3.6,2.15,3.6,3.6,2.0,10,11,5,4,3.28,3.67,2.22,4,9
2020-12-02,Nott'm Forest,Watford,0,0,3.0,3.3,2.4,3.4,3.2,2.25,13,6,0,1,3.19,3.34,2.41,5,6
2020-12-02,Sheffield Weds,Reading,1,1,2.5,3.25,2.9,2.5,3.0,3.1,3,20,1,6,2.64,3.15,3.03,2,7
2020-12-02,Wycombe,Stoke,0,1,4.0,3.6,1.9,4.2,3.5,1.9,8,14,1,4,4.18,3.62,1.94,3,7
2020-12-04,Barnsley,Bournemouth,0,4,3.6,3.4,2.1,3.2,3.3,2.3,10,12,4,6,3.65,3.39,2.18,3,4
2020-12-05,Reading,Nott'm Forest,2,0,2.3,3.25,3.25,2.25,3.2,3.4,24,2,9,1,2.37,3.19,3.42,7,3
2020-12-05,Brentford,Blackburn,2,2,1.95,3.5,3.9,1.83,3.6,4.33,15,7,3,2,1.98,3.6,4.07,4,2
2020-12-05,Bristol City,Birmingham,0,1,2.2,3.25,3.4,2.3,3.2,3.25,10,11,3,3,2.28,3.3,3.5,4,6
2020-12-05,Coventry,Rotherham,3,1,2.37,3.25,3.1,2.0,3.4,3.8,10,10,7,1,2.41,3.35,3.17,5,6
2020-12-05,Huddersfield,QPR,2,0,2.37,3.4,3.0,2.4,3.5,2.9,11,4,6,2,2.46,3.36,3.09,3,4
2020-12-05,Millwall,Derby,0,1,2.0,3.5,3.75,2.05,3.3,3.9,12,11,3,3,2.05,3.28,4.24,4,3
2020-12-05,Norwich,Sheffield Weds,2,1,1.83,3.4,4.75,1.8,3.6,4.5,19,11,4,5,1.86,3.51,4.83,9,4
2020-12-05,Preston,Wycombe,2,2,1.75,4.0,4.33,1.66,4.0,5.0,19,17,3,4,1.73,3.94,5.04,8,6
2020-12-05,Stoke,Middlesbrough,1,0,2.55,3.2,2.9,2.62,3.0,2.9,9,8,5,1,2.73,3.08,2.98,0,2
2020-12-05,Swansea,Luton,2,0,1.65,3.8,5.5,1.7,3.6,5.25,11,7,5,2,1.72,3.71,5.52,2,3
2020-12-05,Watford,Cardiff,0,1,2.05,3.4,3.75,2.05,3.4,3.6,12,10,1,2,2.15,3.35,3.76,6,5
2020-12-08,Coventry,Luton,0,0,2.25,3.3,3.3,2.0,3.4,3.8,7,6,1,1,2.27,3.34,3.47,4,7
2020-12-08,Huddersfield,Sheffield Weds,2,0,2.5,3.3,2.9,2.75,3.2,2.7,13,5,2,2,2.47,3.29,3.13,2,8
2020-12-08,Millwall,QPR,1,1,2.05,3.4,3.75,2.05,3.4,3.6,17,11,4,6,2.19,3.32,3.7,2,2
2020-12-08,Stoke,Cardiff,1,2,2.6,3.2,2.9,2.87,3.1,2.6,5,4,1,2,2.79,3.19,2.81,3,4
